"gene"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"
"HLA-A.4"	"HLA-A"	1.60644159683815e-74	-1.18862279056126	0.439	0.939	4.54558714241323e-70	"8"
"MALAT1.1"	"MALAT1"	3.44676628320998e-69	-1.00704908273282	0.817	0.999	9.75296987497096e-65	"8"
"B2M.3"	"B2M"	7.00264630232759e-65	-0.709526788152598	0.967	1	1.98146879770662e-60	"8"
"MT-CO1"	"MT-CO1"	2.77449878601154e-64	-0.864459693226546	0.665	0.997	7.85072176489824e-60	"8"
"HLA-E.1"	"HLA-E"	4.09311200422698e-57	-1.06152331298792	0.379	0.873	1.15818697271606e-52	"8"
"HLA-B.3"	"HLA-B"	9.21448302475439e-57	-0.910986429638506	0.61	0.964	2.6073301166845e-52	"8"
"CD69.6"	"CD69"	3.92691116406927e-55	-1.5216817027151	0.3	0.754	1.11115878298504e-50	"8"
"MT-CO2"	"MT-CO2"	1.07441414844638e-54	-0.795820135707279	0.621	0.992	3.04016227444387e-50	"8"
"MT-CO3"	"MT-CO3"	2.11735227069768e-52	-0.768793620316422	0.657	0.995	5.99125998516615e-48	"8"
"MT-ND3.1"	"MT-ND3"	2.42587391579354e-52	-0.851571697239006	0.504	0.934	6.86425283212941e-48	"8"
"MT-ND4"	"MT-ND4"	1.41874977735232e-51	-0.725977432945964	0.602	0.987	4.01449436999611e-47	"8"
"HLA-C.3"	"HLA-C"	2.47805324199626e-51	-0.827890026179845	0.507	0.93	7.01189945355262e-47	"8"
"RPLP1"	"RPLP1"	6.35257871985326e-51	0.52988354169967	0.995	0.998	1.79752567456968e-46	"8"
"RPL32.1"	"RPL32"	8.20927123440394e-51	0.478315777909764	0.995	0.995	2.32289538848694e-46	"8"
"KLF6.4"	"KLF6"	1.44597558281035e-49	-1.20281159230876	0.245	0.721	4.09153250912015e-45	"8"
"RPS14.1"	"RPS14"	1.25471267294998e-48	0.534599478620025	0.997	0.996	3.55033497937926e-44	"8"
"HLA-DQB1.4"	"HLA-DQB1"	6.82241599205575e-48	-0.961793725876654	0.39	0.864	1.93047082911209e-43	"8"
"RPS18"	"RPS18"	1.48198146441672e-47	0.507886091608984	0.997	0.998	4.19341475171355e-43	"8"
"MT-ND5"	"MT-ND5"	1.70595490789645e-47	-0.789458760746507	0.27	0.762	4.8271700073838e-43	"8"
"MT-ND1"	"MT-ND1"	9.70642736377098e-47	-0.799548206614496	0.477	0.949	2.74653068685264e-42	"8"
"MT-ND2.1"	"MT-ND2"	6.1228877777072e-44	-0.697489768266912	0.589	0.972	1.73253232558003e-39	"8"
"MT-CYB"	"MT-CYB"	1.45697716626889e-43	-0.760722149575588	0.556	0.976	4.12266258967445e-39	"8"
"SAT1.2"	"SAT1"	2.12220031050034e-43	-0.979856473650777	0.262	0.709	6.00497799859176e-39	"8"
"DUSP1.3"	"DUSP1"	4.57321641032027e-43	-0.990735947257712	0.384	0.819	1.29403731546422e-38	"8"
"PTPRC.2"	"PTPRC"	9.96873307327656e-43	-1.03499498238725	0.128	0.552	2.82075271041433e-38	"8"
"SRSF7.2"	"SRSF7"	1.10591968616643e-41	-1.08185142462293	0.136	0.547	3.12931034397654e-37	"8"
"JUNB.6"	"JUNB"	1.30063692406378e-41	-1.19007392159542	0.351	0.748	3.68028224033086e-37	"8"
"TSC22D3"	"TSC22D3"	6.96521583657401e-41	-0.802350390236894	0.52	0.91	1.97087747311698e-36	"8"
"JUN.4"	"JUN"	9.54221867659852e-40	-1.33115123627317	0.169	0.576	2.70006619673032e-35	"8"
"MT-ATP6"	"MT-ATP6"	2.14735925446737e-39	-0.709657569270005	0.58	0.975	6.07616774644088e-35	"8"
"RPS23.1"	"RPS23"	3.38730101594569e-39	0.511227203926551	0.986	0.993	9.58470695471994e-35	"8"
"MTRNR2L8.2"	"MTRNR2L8"	3.59870167167002e-39	-0.665313662219891	0.223	0.645	1.01828862501575e-34	"8"
"STK4.2"	"STK4"	8.05489331716363e-39	-1.00260814474725	0.158	0.558	2.27921261302462e-34	"8"
"RPL19"	"RPL19"	1.88357718116846e-37	0.51604111660499	0.978	0.991	5.32976999183427e-33	"8"
"RSRP1"	"RSRP1"	2.95636386556112e-37	-0.972492402312401	0.093	0.47	8.36532719399175e-33	"8"
"RPS12.1"	"RPS12"	3.31410912002371e-37	0.593582763866252	0.992	0.993	9.3776031660191e-33	"8"
"RPL13A"	"RPL13A"	6.10602419123693e-37	0.430520265607587	0.992	0.998	1.7277606051524e-32	"8"
"HERPUD1.5"	"HERPUD1"	1.25004104104686e-36	-1.00550921340874	0.199	0.606	3.5371161297462e-32	"8"
"RPS25"	"RPS25"	1.92983542946914e-36	0.539794895041799	0.984	0.989	5.46066233122589e-32	"8"
"PNISR"	"PNISR"	2.88407458888674e-36	-0.689517362885288	0.267	0.699	8.16077745671391e-32	"8"
"RBM39"	"RBM39"	3.01343007618378e-36	-0.77572959646119	0.15	0.556	8.52680174356964e-32	"8"
"RPL23A"	"RPL23A"	4.43831770495637e-36	0.478596600346827	0.975	0.993	1.25586637779445e-31	"8"
"RPL10.1"	"RPL10"	5.64867338469345e-36	0.419737075261818	0.997	0.998	1.59834862093286e-31	"8"
"RPS13.1"	"RPS13"	1.11619997496478e-35	0.496838845959221	0.975	0.983	3.15839944916035e-31	"8"
"MS4A1.3"	"MS4A1"	5.51614661118919e-35	-0.744247292581457	0.401	0.836	1.56084884510209e-30	"8"
"TPT1.2"	"TPT1"	5.73450554554406e-35	0.698492351241513	0.97	0.973	1.62263568916715e-30	"8"
"CD79B.4"	"CD79B"	6.97437613990321e-35	-0.755203366949707	0.18	0.586	1.97346947254701e-30	"8"
"CD79A.3"	"CD79A"	3.25829040739286e-34	-0.814666401495762	0.401	0.817	9.21965853675885e-30	"8"
"RPS4X"	"RPS4X"	9.53584567052614e-34	0.49546303521557	0.989	0.99	2.69826289093208e-29	"8"
"NEAT1.4"	"NEAT1"	1.6104788021471e-33	-0.88719530519632	0.15	0.524	4.55701081855545e-29	"8"
"CD83.6"	"CD83"	8.5000521411404e-33	-0.901015834421023	0.166	0.538	2.40517475385709e-28	"8"
"FUS"	"FUS"	1.06167798641048e-32	-0.786781920962758	0.128	0.499	3.00412403034709e-28	"8"
"RPS6.1"	"RPS6"	1.73527153105124e-32	0.458658697333187	0.995	0.994	4.91012432426259e-28	"8"
"RPS15A"	"RPS15A"	1.89913822001622e-32	0.439419343685191	0.992	0.993	5.37380150735788e-28	"8"
"MTRNR2L12.3"	"MTRNR2L12"	3.02305138999613e-32	-0.570393879097185	0.259	0.654	8.55402621313306e-28	"8"
"RPL28"	"RPL28"	3.08697974923983e-32	0.485918815417278	0.992	0.991	8.73491789844903e-28	"8"
"RPS3A.1"	"RPS3A"	5.44760108243784e-32	0.491697929113429	0.997	0.991	1.54145320228661e-27	"8"
"HLA-DQA1.5"	"HLA-DQA1"	8.40638814680094e-32	-0.801003737528427	0.373	0.776	2.37867159001879e-27	"8"
"REL"	"REL"	3.14027537810131e-31	-0.868117917277443	0.139	0.491	8.88572320987546e-27	"8"
"GPR183.3"	"GPR183"	5.27308184867605e-31	-0.862545849771903	0.251	0.62	1.49207123990137e-26	"8"
"DDX5"	"DDX5"	5.84747374847254e-31	-0.680400970187216	0.42	0.809	1.65460117186779e-26	"8"
"BIRC3.3"	"BIRC3"	6.97690896602629e-31	-0.955407608441078	0.117	0.463	1.9741861610268e-26	"8"
"N4BP2L2.1"	"N4BP2L2"	1.12284092424082e-30	-0.744089038765052	0.155	0.517	3.17719067923182e-26	"8"
"TMSB4X.1"	"TMSB4X"	1.24182719108603e-30	0.534477240558755	1	0.999	3.51387421989704e-26	"8"
"SARAF.5"	"SARAF"	2.36827505323612e-30	-0.75402150771849	0.18	0.544	6.70127109063692e-26	"8"
"NR4A2.4"	"NR4A2"	1.03873727706664e-29	-1.02476564156026	0.114	0.441	2.93921099918778e-25	"8"
"CYBA.2"	"CYBA"	1.10115853255585e-29	-0.641475746615943	0.488	0.891	3.11583818372003e-25	"8"
"ZFP36.5"	"ZFP36"	1.8116649679581e-29	-0.850368382838567	0.161	0.511	5.12628719333424e-25	"8"
"RPS15"	"RPS15"	4.71003530918696e-29	0.432831382452076	0.986	0.989	1.33275159108754e-24	"8"
"RPL11"	"RPL11"	9.16867274110609e-29	0.390416289036151	0.989	0.994	2.59436763882338e-24	"8"
"CD53.1"	"CD53"	1.01510114848304e-28	-0.684595447683674	0.223	0.609	2.8723302097476e-24	"8"
"HLA-DRA.5"	"HLA-DRA"	1.08736924983014e-28	-0.463171730406223	0.932	0.992	3.07682002931936e-24	"8"
"SRGN.6"	"SRGN"	1.18080019971419e-28	-0.627097557619984	0.24	0.614	3.34119224511127e-24	"8"
"ACAP1.2"	"ACAP1"	1.63778291881985e-28	-0.729194891122597	0.123	0.463	4.63427054709264e-24	"8"
"RPL27A"	"RPL27A"	1.8819987895302e-28	0.420083222197369	0.984	0.992	5.32530377485466e-24	"8"
"CCNL1"	"CCNL1"	1.97856893361613e-28	-0.738657213555667	0.098	0.417	5.59855865456021e-24	"8"
"RPL31"	"RPL31"	4.04569403299758e-28	0.588860971921613	0.965	0.982	1.14476958357699e-23	"8"
"RPL13"	"RPL13"	5.50562244281457e-28	0.36403305134059	0.995	0.998	1.55787092641881e-23	"8"
"POLR2J3"	"POLR2J3"	6.11427214977013e-28	-0.937833386463188	0.046	0.333	1.73009444749895e-23	"8"
"RPL26.1"	"RPL26"	3.69883182364444e-27	0.457022016638902	0.975	0.983	1.04662145281843e-22	"8"
"GABPB1-AS1.1"	"GABPB1-AS1"	5.88137454691876e-27	-0.993074506822108	0.057	0.337	1.66419374179613e-22	"8"
"KMT2E"	"KMT2E"	6.32870787168852e-27	-0.570201299009687	0.134	0.472	1.79077117937298e-22	"8"
"TMBIM6"	"TMBIM6"	8.0102371277901e-27	-0.635314674040965	0.117	0.432	2.26657669767949e-22	"8"
"FOSB.2"	"FOSB"	8.84250811726801e-27	-0.852521531770959	0.098	0.402	2.50207609686216e-22	"8"
"HLA-DMB.4"	"HLA-DMB"	9.11541834302473e-27	-0.745221619708303	0.12	0.439	2.57929877434228e-22	"8"
"RPL34.1"	"RPL34"	1.2824799539269e-26	0.38459971857484	1	0.996	3.62890527763155e-22	"8"
"HSP90AA1.1"	"HSP90AA1"	1.33068321249714e-26	-0.754340340565168	0.281	0.649	3.76530121808189e-22	"8"
"INPP5D"	"INPP5D"	1.35210812235767e-26	-0.814855315442966	0.071	0.363	3.82592514302325e-22	"8"
"LY9.4"	"LY9"	1.44697917276982e-26	-0.861624706684278	0.065	0.35	4.09437226726947e-22	"8"
"SLC2A3.2"	"SLC2A3"	1.58288975975741e-26	-0.798098554620097	0.074	0.37	4.47894486420958e-22	"8"
"RPL35A.1"	"RPL35A"	2.60142127102864e-26	0.459560018067565	0.967	0.984	7.36098162850263e-22	"8"
"HLA-DMA.3"	"HLA-DMA"	9.93975428577886e-26	-0.540826037649196	0.221	0.583	2.81255287270399e-21	"8"
"SF1.1"	"SF1"	1.07883158230936e-25	-0.720882959120484	0.12	0.43	3.05266184530256e-21	"8"
"RPL24"	"RPL24"	1.1177629570168e-25	0.597679948685373	0.907	0.943	3.16282206317473e-21	"8"
"PNN"	"PNN"	1.25913584186341e-25	-0.620083407246929	0.09	0.388	3.56285077813669e-21	"8"
"RNASET2.1"	"RNASET2"	2.65086151581097e-25	-0.666713195820715	0.153	0.478	7.50087774513872e-21	"8"
"CD55.1"	"CD55"	3.11186787778979e-25	-0.660831233885415	0.109	0.414	8.80534134699398e-21	"8"
"CCNH.3"	"CCNH"	3.18632120425189e-25	-0.820387056881818	0.046	0.315	9.01601447955116e-21	"8"
"RSRC2"	"RSRC2"	4.56582396237924e-25	-0.721241525686001	0.068	0.35	1.29194554839483e-20	"8"
"DDX17"	"DDX17"	4.78528853327409e-25	-0.588447848919641	0.106	0.408	1.35404524337524e-20	"8"
"ADAM28.1"	"ADAM28"	7.49370652303385e-25	-0.58314140563125	0.109	0.413	2.12041919775766e-20	"8"
"LUC7L3"	"LUC7L3"	8.02949996845994e-25	-0.720278212067686	0.104	0.399	2.27202731107543e-20	"8"
"UBC.2"	"UBC"	9.00593585469607e-25	-0.522368029574792	0.441	0.83	2.5483196094448e-20	"8"
"KLF2.3"	"KLF2"	9.37435794222788e-25	-0.892161844347101	0.12	0.42	2.6525683233328e-20	"8"
"RPLP2.1"	"RPLP2"	1.03144745948276e-24	0.397856467617423	0.997	0.997	2.91858373135243e-20	"8"
"BTG1.4"	"BTG1"	1.11436346890031e-24	-0.543753850155941	0.771	0.964	3.15320287160031e-20	"8"
"RPL30"	"RPL30"	1.28105542287867e-24	0.490037217293535	0.973	0.988	3.62487442457747e-20	"8"
"SON"	"SON"	1.33711543669445e-24	-0.548644121778004	0.166	0.499	3.78350183967063e-20	"8"
"HLA-DRB5.3"	"HLA-DRB5"	1.56049222637227e-24	-0.820167419123834	0.158	0.466	4.41556880374299e-20	"8"
"SMCHD1"	"SMCHD1"	2.0138539169366e-24	-0.706238265350469	0.098	0.388	5.6984010433638e-20	"8"
"EZR.2"	"EZR"	2.84437573082424e-24	-0.493599959811329	0.177	0.521	8.04844556794027e-20	"8"
"TXNIP.2"	"TXNIP"	1.03141659488806e-23	-0.622111154770475	0.575	0.856	2.91849639689524e-19	"8"
"RPS27A.1"	"RPS27A"	1.03362906617892e-23	0.354211855530983	1	0.995	2.92475680565987e-19	"8"
"RPL9.1"	"RPL9"	1.04627187844961e-23	0.465956657031152	0.954	0.985	2.96053090726103e-19	"8"
"BCLAF1"	"BCLAF1"	1.36359391451823e-23	-0.772178161571713	0.052	0.309	3.85842534052078e-19	"8"
"FCMR.1"	"FCMR"	1.65556438000862e-23	-0.803033795937144	0.063	0.322	4.6845849696724e-19	"8"
"ARGLU1"	"ARGLU1"	1.75787457028664e-23	-0.590777203537117	0.114	0.406	4.97408188408307e-19	"8"
"RPL29"	"RPL29"	1.76763878435859e-23	0.482671787300559	0.935	0.973	5.00171070422107e-19	"8"
"PPP1R15A.2"	"PPP1R15A"	2.27856684469815e-23	-0.593946882964192	0.163	0.487	6.44743274375788e-19	"8"
"HNRNPA2B1"	"HNRNPA2B1"	3.18914273248483e-23	-0.393823598476743	0.289	0.664	9.02399827583908e-19	"8"
"RPS8.1"	"RPS8"	3.97262731727159e-23	0.46084382423874	0.975	0.989	1.12409462569517e-18	"8"
"ZFP36L2.5"	"ZFP36L2"	5.11992914786235e-23	-0.628534160075115	0.409	0.75	1.44873515167913e-18	"8"
"YWHAZ"	"YWHAZ"	6.70034236915764e-23	-0.420689837805334	0.202	0.54	1.89592887677684e-18	"8"
"CTSS.1"	"CTSS"	9.04531415856857e-23	-0.514985904727185	0.18	0.505	2.55946209430856e-18	"8"
"SELL.1"	"SELL"	9.09705551632446e-23	-0.741271075620003	0.125	0.414	2.57410282889917e-18	"8"
"UBA52"	"UBA52"	1.10167218053885e-22	0.54662062247526	0.916	0.955	3.11729160205274e-18	"8"
"RPS24"	"RPS24"	1.46335921008241e-22	0.548378019609571	0.951	0.968	4.14072122084918e-18	"8"
"SRSF5"	"SRSF5"	2.42817113184429e-22	-0.470120445654668	0.234	0.589	6.87075303466661e-18	"8"
"DDX3X"	"DDX3X"	2.69515744785048e-22	-0.79888195678774	0.057	0.305	7.62621751443772e-18	"8"
"MT-ND4L.1"	"MT-ND4L"	3.05882710770067e-22	-0.565977993887427	0.114	0.395	8.6552571839498e-18	"8"
"RPL12.1"	"RPL12"	6.03180061584607e-22	0.408518367978383	0.965	0.982	1.7067583022598e-17	"8"
"MARCH1.1"	"MARCH1"	6.74747582556407e-22	-0.58219580351817	0.15	0.449	1.90926575960161e-17	"8"
"ZNF331.4"	"ZNF331"	8.07328881717889e-22	-1.02733111594726	0.046	0.282	2.28441780370894e-17	"8"
"TRA2B"	"TRA2B"	9.13133250986681e-22	-0.672779040488028	0.076	0.332	2.58380184699191e-17	"8"
"RPL14"	"RPL14"	1.58556924992758e-21	0.462975030115619	0.937	0.97	4.48652674959509e-17	"8"
"FTL"	"FTL"	1.84574944485512e-21	0.574048914091895	0.937	0.971	5.22273262916206e-17	"8"
"CMTM6.3"	"CMTM6"	1.95206311310924e-21	-0.573705570206688	0.087	0.348	5.52355778485392e-17	"8"
"SRSF2"	"SRSF2"	2.17667364461248e-21	-0.46559967805778	0.125	0.414	6.15911574479546e-17	"8"
"EEF1A1"	"EEF1A1"	2.97809880600196e-21	0.361134413095096	0.997	0.996	8.42682838146315e-17	"8"
"IDS.1"	"IDS"	3.6081566318139e-21	-0.682699098924473	0.076	0.329	1.02096400053806e-16	"8"
"RPS7"	"RPS7"	5.96933598306484e-21	0.454679659423992	0.951	0.977	1.68908330976803e-16	"8"
"GPBP1"	"GPBP1"	7.449526004327e-21	-0.525844870462864	0.079	0.332	2.10791787818437e-16	"8"
"TRA2A.1"	"TRA2A"	9.83293224064313e-21	-0.717383236469921	0.06	0.296	2.78232650681238e-16	"8"
"PARP14"	"PARP14"	1.36924323525154e-20	-0.777279258448091	0.044	0.269	3.87441065846775e-16	"8"
"RPS19.1"	"RPS19"	1.41341072649223e-20	0.336220733736802	0.978	0.995	3.99938699168243e-16	"8"
"CYCS.1"	"CYCS"	2.6784684459458e-20	-0.508222433033211	0.153	0.446	7.57899431464822e-16	"8"
"SPCS2"	"SPCS2"	3.24542829721885e-20	-0.525581976720131	0.117	0.383	9.18326390981045e-16	"8"
"CLK1"	"CLK1"	4.12842325016422e-20	-0.472572647839755	0.09	0.346	1.16817864286647e-15	"8"
"AKAP9"	"AKAP9"	6.33178128890464e-20	-0.666138223023246	0.041	0.26	1.79164083350846e-15	"8"
"MCL1.4"	"MCL1"	6.44602306018297e-20	-0.495555842340127	0.109	0.368	1.82396668510937e-15	"8"
"TNFRSF13C.1"	"TNFRSF13C"	6.4460290739998e-20	-0.436510645424915	0.18	0.471	1.82396838677898e-15	"8"
"FOS.6"	"FOS"	7.20757674227748e-20	-0.733810332066733	0.229	0.523	2.03945591499483e-15	"8"
"ATP2B1.2"	"ATP2B1"	7.29376312884944e-20	-0.638089288258772	0.079	0.319	2.06384321493924e-15	"8"
"SP100"	"SP100"	7.84118050603112e-20	-0.498448637150613	0.147	0.428	2.21874043598657e-15	"8"
"FAM65B"	"FAM65B"	7.8768962514902e-20	-0.545247292483103	0.082	0.326	2.22884656332167e-15	"8"
"KTN1"	"KTN1"	7.90985770528025e-20	-0.557306342601276	0.063	0.302	2.2381733362861e-15	"8"
"AKAP13.1"	"AKAP13"	9.47292664511651e-20	-0.568090671805229	0.06	0.292	2.68045932350217e-15	"8"
"RHOH.4"	"RHOH"	1.16382568049557e-19	-0.562016483826957	0.136	0.406	3.29316114553026e-15	"8"
"RPS20"	"RPS20"	1.18964742466242e-19	0.464633305588857	0.965	0.983	3.36622635282478e-15	"8"
"WSB1.1"	"WSB1"	1.51577108966265e-19	-0.625386957332605	0.095	0.343	4.28902587530943e-15	"8"
"DDX24.1"	"DDX24"	1.53645790556781e-19	-0.56628296951349	0.104	0.354	4.34756128959467e-15	"8"
"LRRFIP1.1"	"LRRFIP1"	1.73937542662067e-19	-0.546333852496077	0.093	0.335	4.92173670716583e-15	"8"
"MEF2C.5"	"MEF2C"	1.97481458117958e-19	-0.532617126626862	0.161	0.441	5.58793533890575e-15	"8"
"CYTIP.1"	"CYTIP"	3.16647922115667e-19	-0.434946538896702	0.232	0.553	8.95986960418491e-15	"8"
"VAMP2"	"VAMP2"	3.60467006057834e-19	-0.368932097529261	0.18	0.479	1.01997744034125e-14	"8"
"ZFP36L1"	"ZFP36L1"	3.60611451341566e-19	-0.538196505336115	0.147	0.421	1.02038616271609e-14	"8"
"POU2F2.2"	"POU2F2"	3.98708435214864e-19	-0.517557570421661	0.112	0.365	1.12818538828398e-14	"8"
"TAPBP"	"TAPBP"	4.24988346485785e-19	-0.479398768315665	0.104	0.358	1.20254702521618e-14	"8"
"RPL10A"	"RPL10A"	4.69985314562192e-19	0.381884614092755	0.948	0.975	1.32987044608518e-14	"8"
"RPL7.1"	"RPL7"	5.03378882429091e-19	0.433611242256365	0.965	0.986	1.42436088572135e-14	"8"
"STK17A.1"	"STK17A"	6.27235576455641e-19	-0.417871243957578	0.221	0.527	1.77482578713888e-14	"8"
"IL2RG.1"	"IL2RG"	7.35384599705321e-19	-0.549300241046715	0.065	0.293	2.08084426332618e-14	"8"
"YPEL5.3"	"YPEL5"	8.77937865456487e-19	-0.53430453814372	0.166	0.437	2.48421298409568e-14	"8"
"HNRNPK.1"	"HNRNPK"	9.82781480211309e-19	-0.324723039311266	0.188	0.492	2.78087847640592e-14	"8"
"SRRM1"	"SRRM1"	1.09079569988383e-18	-0.479122230613859	0.112	0.371	3.08651551239128e-14	"8"
"UPF2.2"	"UPF2"	1.15932246742898e-18	-0.670921036932429	0.054	0.27	3.28041885383703e-14	"8"
"MTDH.1"	"MTDH"	1.18621476964538e-18	-0.4938553500671	0.12	0.374	3.35651331218856e-14	"8"
"ITSN2"	"ITSN2"	1.24244747116945e-18	-0.606345609495129	0.054	0.273	3.51562936442109e-14	"8"
"PCSK7.1"	"PCSK7"	1.60126389288889e-18	-0.731387534165268	0.052	0.263	4.5309363113184e-14	"8"
"SEPT6"	"SEPT6"	1.70688992657497e-18	-0.520263319858703	0.106	0.354	4.82981573623653e-14	"8"
"H3F3B.1"	"H3F3B"	1.76879322000503e-18	-0.414982174068735	0.534	0.867	5.00497729532623e-14	"8"
"ATRX"	"ATRX"	1.77831047797438e-18	-0.501482959447399	0.09	0.326	5.03190732847631e-14	"8"
"CCR7.4"	"CCR7"	1.93436725302108e-18	-0.690886650996037	0.074	0.298	5.47348557914844e-14	"8"
"PSMA3-AS1"	"PSMA3-AS1"	2.13179883866437e-18	-0.683383032777398	0.038	0.242	6.03213799388471e-14	"8"
"RPL39.1"	"RPL39"	2.38915123322581e-18	0.392723286208908	0.986	0.986	6.76034232953574e-14	"8"
"PRDM2"	"PRDM2"	2.57965022379127e-18	-0.462601257202354	0.06	0.279	7.29937827323978e-14	"8"
"GCC2"	"GCC2"	3.44396762593634e-18	-0.441063386481606	0.074	0.301	9.74505079434946e-14	"8"
"CD19.2"	"CD19"	3.76242630645339e-18	-0.667599420790069	0.049	0.258	1.06461614767405e-13	"8"
"DUSP2.5"	"DUSP2"	3.86672657823527e-18	-0.787925336671544	0.082	0.308	1.09412895257745e-13	"8"
"PRKCB"	"PRKCB"	4.21246113080607e-18	-0.582989586059435	0.068	0.289	1.19195800157289e-13	"8"
"FNBP4"	"FNBP4"	4.43882381723781e-18	-0.645509492677294	0.03	0.227	1.25600958732561e-13	"8"
"CTSH.3"	"CTSH"	4.50021041644706e-18	-0.479441159969747	0.15	0.415	1.27337953943786e-13	"8"
"CTD-3252C9.4.2"	"CTD-3252C9.4"	5.10437214026024e-18	-0.944402741302016	0.016	0.199	1.44433314080804e-13	"8"
"SYNGR2.2"	"SYNGR2"	5.19245022890946e-18	-0.530094802256688	0.112	0.355	1.46925571677222e-13	"8"
"ANKRD12"	"ANKRD12"	5.33766981572645e-18	-0.362584064097791	0.139	0.406	1.51034705105796e-13	"8"
"HLA-F.2"	"HLA-F"	5.53966474841991e-18	-0.466008937868805	0.104	0.348	1.5675035372129e-13	"8"
"ARL6IP5.1"	"ARL6IP5"	6.2578592966921e-18	-0.351064127604902	0.158	0.438	1.770723866592e-13	"8"
"SRSF3"	"SRSF3"	7.16316199090611e-18	-0.335861197986146	0.155	0.429	2.02688831694679e-13	"8"
"ZCCHC11"	"ZCCHC11"	7.5911864234119e-18	-0.636048783064654	0.038	0.236	2.14800211036863e-13	"8"
"TCF4.4"	"TCF4"	8.70746102511312e-18	-0.494019504091365	0.074	0.297	2.46386317166601e-13	"8"
"KIAA1551"	"KIAA1551"	1.07293969470569e-17	-0.504756826484857	0.117	0.36	3.03599016013921e-13	"8"
"TAF7"	"TAF7"	1.66747910780105e-17	-0.388345773528593	0.136	0.387	4.71829888343386e-13	"8"
"TNRC6B"	"TNRC6B"	1.75107060779611e-17	-0.390270582334241	0.114	0.36	4.95482939181988e-13	"8"
"CD44.2"	"CD44"	1.98043500175986e-17	-0.345406991229796	0.204	0.494	5.6038388809797e-13	"8"
"PDE4B.1"	"PDE4B"	2.23133058149658e-17	-0.465030462660635	0.054	0.261	6.31377301340274e-13	"8"
"RPL18A.1"	"RPL18A"	2.32214567916288e-17	0.343482839962571	0.984	0.991	6.57074341375928e-13	"8"
"CORO1A.2"	"CORO1A"	2.45908778577011e-17	-0.389084980867239	0.371	0.723	6.9582347986151e-13	"8"
"RBM25"	"RBM25"	2.60479842228784e-17	-0.433188193601607	0.09	0.319	7.37053761570567e-13	"8"
"PRRC2C"	"PRRC2C"	2.64433298240786e-17	-0.420505250953777	0.147	0.411	7.48240460702129e-13	"8"
"STAT3.3"	"STAT3"	3.28708266008237e-17	-0.68361110156729	0.049	0.245	9.30112909496907e-13	"8"
"JUND.2"	"JUND"	3.32004538432418e-17	-0.722527275321106	0.117	0.355	9.39440041948371e-13	"8"
"BANK1.1"	"BANK1"	4.07842509531176e-17	-0.362072905494039	0.27	0.591	1.15403116496942e-12	"8"
"MYCBP2"	"MYCBP2"	4.61242109434847e-17	-0.380582855437301	0.09	0.317	1.30513067285684e-12	"8"
"RPL27"	"RPL27"	4.85765489926061e-17	0.46628009277009	0.932	0.966	1.37452203029478e-12	"8"
"HNRNPDL"	"HNRNPDL"	5.78333701213772e-17	-0.305599663556692	0.245	0.559	1.63645304095449e-12	"8"
"ORAI2.1"	"ORAI2"	6.17892779697675e-17	-0.47507421348072	0.079	0.298	1.74838940943254e-12	"8"
"NCOR1"	"NCOR1"	6.39029796084302e-17	-0.502087963182218	0.071	0.286	1.80819871100014e-12	"8"
"ACTR2"	"ACTR2"	7.16366037225222e-17	-0.409322037720099	0.117	0.356	2.02702933893249e-12	"8"
"TERF2IP"	"TERF2IP"	8.60081583461568e-17	-0.301004623789691	0.112	0.351	2.43368684856285e-12	"8"
"FNBP1.1"	"FNBP1"	9.14918116247047e-17	-0.39618165674342	0.134	0.384	2.58885230173264e-12	"8"
"DOCK8"	"DOCK8"	1.15117089999318e-16	-0.559809729953701	0.06	0.264	3.25735317862069e-12	"8"
"HLA-DOB.2"	"HLA-DOB"	1.30486781820171e-16	-0.58250143032479	0.054	0.254	3.69225397838357e-12	"8"
"ANKRD44"	"ANKRD44"	1.31712633682572e-16	-0.443495404946483	0.098	0.326	3.72694068268206e-12	"8"
"VPS37B.3"	"VPS37B"	1.65925794792531e-16	-0.683312005104695	0.025	0.203	4.69503628944946e-12	"8"
"SRRM2"	"SRRM2"	1.81304794829755e-16	-0.373754941772724	0.098	0.328	5.13020047450274e-12	"8"
"ITM2B.2"	"ITM2B"	2.25316633429887e-16	-0.32016858773385	0.183	0.459	6.37555945953208e-12	"8"
"NR4A1.3"	"NR4A1"	2.97993961391083e-16	-0.610528198152983	0.038	0.224	8.43203713152209e-12	"8"
"EML4.1"	"EML4"	3.08743812421652e-16	-0.503859576835186	0.044	0.233	8.73621491628306e-12	"8"
"ATP6V0E1.2"	"ATP6V0E1"	3.39882596455227e-16	-0.295873884430654	0.245	0.554	9.61731794929711e-12	"8"
"PIK3IP1.3"	"PIK3IP1"	3.98227632924866e-16	-0.478863555453934	0.071	0.279	1.1268249101242e-11	"8"
"ARID4B"	"ARID4B"	4.15348732189768e-16	-0.383105822160835	0.068	0.275	1.17527077260417e-11	"8"
"JMJD1C"	"JMJD1C"	4.19678063944585e-16	-0.406961288327541	0.079	0.29	1.1875210497376e-11	"8"
"CD82.2"	"CD82"	4.49425030934599e-16	-0.506900200750582	0.06	0.26	1.27169306753254e-11	"8"
