"gene"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"
"IGHM.2"	"IGHM"	8.64794216385668e-54	0.398927541114788	0.563	0.401	2.44702171468489e-49	"3"
"CXCR5"	"CXCR5"	2.84067752002842e-53	0.380974352977477	0.206	0.101	8.03798111067241e-49	"3"
"SRSF7"	"SRSF7"	6.03266917295112e-52	0.345282265139501	0.691	0.516	1.70700406917825e-47	"3"
"CREM.2"	"CREM"	1.9955393365753e-50	0.460509893443723	0.325	0.196	5.64657810677347e-46	"3"
"FCRL2.1"	"FCRL2"	2.11419865300752e-50	0.305018948693055	0.226	0.115	5.98233650855009e-46	"3"
"SMARCB1"	"SMARCB1"	4.36509002881661e-50	0.353588522550165	0.444	0.291	1.23514587455395e-45	"3"
"CCR7.2"	"CCR7"	2.29812877843005e-49	0.446598002259835	0.423	0.275	6.50278519144567e-45	"3"
"CCNH"	"CCNH"	2.61409411120374e-49	0.387754931045861	0.437	0.291	7.39684069706209e-45	"3"
"FAM46C.1"	"FAM46C"	6.42660028886091e-49	0.35654886783149	0.236	0.125	1.81847081773608e-44	"3"
"SDCBP.1"	"SDCBP"	1.29088201555372e-47	0.389406281943899	0.403	0.262	3.6526797512108e-43	"3"
"SLC2A3.1"	"SLC2A3"	7.66505263079865e-47	0.360925579080165	0.497	0.344	2.16890329241079e-42	"3"
"KLF6"	"KLF6"	8.31843769252082e-46	0.331409810555139	0.834	0.693	2.35378512947569e-41	"3"
"RP1-313I6.12"	"RP1-313I6.12"	1.74752143559027e-45	0.391170831307354	0.29	0.172	4.94478665414624e-41	"3"
"CMTM6"	"CMTM6"	3.10781425465497e-44	0.348315618436083	0.471	0.324	8.79387121497169e-40	"3"
"EGR1"	"EGR1"	3.98603663465427e-43	0.559217137709512	0.139	0.064	1.12788892614177e-38	"3"
"TCF4"	"TCF4"	6.58507453006217e-43	0.33335543691988	0.412	0.275	1.86331268902639e-38	"3"
"TCL1A.3"	"TCL1A"	9.91185438741438e-43	-0.94374196985769	0.022	0.107	2.80465831746277e-38	"3"
"CKS2.1"	"CKS2"	1.44672885767966e-41	0.421171118541275	0.293	0.18	4.09366397569036e-37	"3"
"EZR"	"EZR"	8.74171350128635e-41	0.325825793321711	0.639	0.496	2.47355525232399e-36	"3"
"CCDC50"	"CCDC50"	1.00515317087164e-39	0.250207331757454	0.395	0.258	2.84418141229838e-35	"3"
"BCAS2"	"BCAS2"	3.12446020662772e-38	0.292227215734968	0.33	0.212	8.8409726006738e-34	"3"
"CLECL1"	"CLECL1"	3.41278487419892e-38	0.297855459527136	0.413	0.279	9.65681608003326e-34	"3"
"CYCS"	"CYCS"	4.6947038890984e-38	0.293721117160756	0.566	0.422	1.32841341245928e-33	"3"
"CD44"	"CD44"	3.8224645390959e-37	0.276923299493358	0.621	0.469	1.08160456598257e-32	"3"
"FOS.1"	"FOS"	1.80177018259726e-36	0.290113011009203	0.651	0.497	5.09828890867721e-32	"3"
"CD1C"	"CD1C"	5.89351727496189e-36	0.274787422415881	0.145	0.072	1.66762964812322e-31	"3"
"ATP1B3"	"ATP1B3"	2.37134503952692e-35	0.324370887905635	0.239	0.143	6.70995792384538e-31	"3"
"HLA-DPA1.1"	"HLA-DPA1"	1.0827256278888e-34	-0.279097680637304	0.952	0.933	3.06368043667414e-30	"3"
"CHMP1B"	"CHMP1B"	1.34404362271154e-34	0.335160744870518	0.287	0.182	3.80310583482459e-30	"3"
"BACH1"	"BACH1"	3.37659813171368e-34	0.308584245452035	0.186	0.104	9.55442207349702e-30	"3"
"GADD45B.1"	"GADD45B"	3.41470536924708e-34	0.358144668117539	0.292	0.186	9.66225031282155e-30	"3"
"JUND.1"	"JUND"	7.11920754278671e-34	0.26851590103433	0.472	0.332	2.01445096630693e-29	"3"
"ZFAND5"	"ZFAND5"	7.47380268549416e-34	0.270218482881353	0.251	0.152	2.11478720788743e-29	"3"
"SOCS3"	"SOCS3"	6.1858035800941e-33	0.302327747171422	0.222	0.132	1.75033498102343e-28	"3"
"PPP1R15A"	"PPP1R15A"	1.4237730106745e-32	0.265586856730007	0.6	0.463	4.02870811100457e-28	"3"
"HOPX.3"	"HOPX"	1.33382354488931e-31	-0.684790285006353	0.068	0.152	3.77418710261879e-27	"3"
"CD24"	"CD24"	1.54635671503097e-31	0.26653661735379	0.476	0.343	4.37557096085164e-27	"3"
"PRMT9"	"PRMT9"	2.47589127406569e-31	0.31820739852091	0.168	0.093	7.00578194909629e-27	"3"
"BCL2A1"	"BCL2A1"	4.01582984062952e-31	0.344367491400739	0.355	0.245	1.13631921170453e-26	"3"
"MAP3K8.1"	"MAP3K8"	8.47052171454937e-31	0.274411877366096	0.254	0.158	2.39681882434889e-26	"3"
"SERPINB9"	"SERPINB9"	9.64580821058697e-31	0.31996538576293	0.279	0.18	2.72937789126769e-26	"3"
"ARL6IP1"	"ARL6IP1"	1.86546418092603e-30	0.285038310331281	0.304	0.202	5.27851744634829e-26	"3"
"JUN.1"	"JUN"	2.35393116383503e-30	0.336595993182301	0.681	0.551	6.66068362118761e-26	"3"
"RILPL2"	"RILPL2"	7.56017295824327e-30	0.267706170545718	0.282	0.185	2.13922654026452e-25	"3"
"IRF8"	"IRF8"	1.31647788902229e-29	0.268077293137609	0.584	0.461	3.72510583477748e-25	"3"
"SBDS"	"SBDS"	2.17893040357857e-29	0.266934041837765	0.308	0.206	6.16550146996593e-25	"3"
"CD55"	"CD55"	3.51303172087776e-29	0.271171709315845	0.518	0.392	9.9404745573957e-25	"3"
"RHOB"	"RHOB"	5.27811458488018e-29	0.263256517326824	0.205	0.122	1.4934953029377e-24	"3"
"SERTAD1"	"SERTAD1"	1.31699065589271e-28	0.273459687703378	0.222	0.137	3.72655675991402e-24	"3"
"SC5D"	"SC5D"	2.37969324093441e-28	0.253395254008549	0.192	0.113	6.733579994548e-24	"3"
"TMEM2.1"	"TMEM2"	2.81711199505595e-28	0.275740776990691	0.274	0.18	7.97130010121032e-24	"3"
"TRA2A"	"TRA2A"	5.17870421511095e-28	0.258167111532283	0.387	0.278	1.46536614470779e-23	"3"
"FAM53C"	"FAM53C"	1.12702830846018e-27	0.267370249747365	0.171	0.098	3.18903930161894e-23	"3"
"NFKBIA"	"NFKBIA"	7.38676250564958e-27	0.33355083905089	0.588	0.467	2.0901583185986e-22	"3"
"SGK1.1"	"SGK1"	7.88581768773855e-27	0.350885342761035	0.164	0.095	2.2313709729225e-22	"3"
"PIM2"	"PIM2"	1.24123467326297e-25	0.298892200719138	0.248	0.162	3.5121976314649e-21	"3"
"LAPTM5"	"LAPTM5"	3.00557258727393e-24	-0.298900968396447	0.836	0.816	8.50456819295031e-20	"3"
"IER2.1"	"IER2"	5.75197917651387e-24	0.369711251576152	0.322	0.231	1.62758002778637e-19	"3"
"DNAJA1"	"DNAJA1"	4.50297829972312e-23	0.252550650877198	0.355	0.259	1.27416273968966e-18	"3"
"RP11-138A9.1"	"RP11-138A9.1"	8.13769500167848e-21	0.253005753402276	0.254	0.176	2.30264217767494e-16	"3"
"RHOH.2"	"RHOH"	1.14146202787975e-19	0.289804002912191	0.493	0.387	3.22988095408854e-15	"3"
"HLA-DQA1.1"	"HLA-DQA1"	3.50955593178913e-15	-0.286147823230618	0.792	0.765	9.93063946459052e-11	"3"
"TSPO.1"	"TSPO"	9.98604501757501e-11	-0.312026248522751	0.174	0.226	2.82565129817303e-06	"3"
"ACTG1.2"	"ACTG1"	1.81355285981177e-09	-0.268108582486643	0.869	0.826	5.13162917212339e-05	"3"
"SH3BGRL3"	"SH3BGRL3"	4.65487073603326e-09	-0.276846383688337	0.683	0.663	0.000131714222346797	"3"
"SCPEP1.1"	"SCPEP1"	1.09709092726109e-08	-0.283066823459938	0.153	0.197	0.000310432848777799	"3"
"FCRL4"	"FCRL4"	1.02500510613788e-285	0.591430179786509	0.105	0.004	2.90035444832775e-281	"4"
"DUSP4.2"	"DUSP4"	2.47453115653908e-272	1.07312598791857	0.327	0.08	7.00193336054298e-268	"4"
"TMSB4X"	"TMSB4X"	9.71364546853721e-205	0.457750087518595	1	0.999	2.74857312177729e-200	"4"
"ACTB.2"	"ACTB"	1.88003494187558e-187	0.63899132054421	0.991	0.965	5.31974687153114e-183	"4"
"FCRL5.1"	"FCRL5"	2.49240765591181e-179	0.899885134351229	0.258	0.072	7.05251670316805e-175	"4"
"HLA-DPB1.2"	"HLA-DPB1"	2.90019851746228e-168	0.552807967703526	0.989	0.93	8.20640172501126e-164	"4"
"HOPX.4"	"HOPX"	5.23269465673987e-168	1.03295992209155	0.331	0.117	1.48064328007111e-163	"4"
"HLA-DPA1.2"	"HLA-DPA1"	9.78926626411185e-166	0.545447742274328	0.984	0.929	2.76997078209309e-161	"4"
"HLA-DRA.1"	"HLA-DRA"	5.73828364014465e-156	0.390802951444654	0.999	0.989	1.62370473881533e-151	"4"
"RGS1.3"	"RGS1"	9.55515906384583e-153	0.992196450813486	0.782	0.546	2.70372780870582e-148	"4"
"TXNIP"	"TXNIP"	2.18332727390353e-152	-0.784891224851548	0.731	0.866	6.17794285423744e-148	"4"
"HLA-DQB1.1"	"HLA-DQB1"	7.41327251417098e-149	0.561046049006523	0.955	0.842	2.09765959060982e-144	"4"
"ARPC1B.1"	"ARPC1B"	1.51591195127966e-146	0.714850540204554	0.761	0.517	4.28942445734092e-142	"4"
"ARPC2.1"	"ARPC2"	1.81849852724311e-141	0.683725573331258	0.823	0.614	5.14562343268711e-137	"4"
"RGCC.2"	"RGCC"	3.20413131539092e-139	1.03534263034879	0.347	0.142	9.06640997003014e-135	"4"
"RPL3"	"RPL3"	6.2786743880887e-135	-0.348685193781683	0.989	0.989	1.77661370485358e-130	"4"
"ACTG1.3"	"ACTG1"	1.63724828227547e-134	0.662276346383859	0.928	0.819	4.63275773952667e-130	"4"
"HLA-DQA1.2"	"HLA-DQA1"	1.01395832036639e-133	0.664320704208818	0.902	0.751	2.86909646330874e-129	"4"
"HLA-DRB1.1"	"HLA-DRB1"	5.57993418049308e-124	0.574551330410473	0.97	0.903	1.57889817571232e-119	"4"
"SUB1.2"	"SUB1"	7.03442159009884e-124	0.809036651418903	0.676	0.445	1.99045993313437e-119	"4"
"RPS3"	"RPS3"	1.91020110073246e-122	-0.332143758784018	0.993	0.989	5.40510503463256e-118	"4"
"CAPG"	"CAPG"	2.34793617435026e-122	0.703170343379409	0.537	0.297	6.64372019894151e-118	"4"
"PFN1.2"	"PFN1"	1.02420076739587e-121	0.623881800054229	0.905	0.771	2.89807849142336e-117	"4"
"B2M"	"B2M"	3.22014965499804e-121	0.297883840206707	1	0.999	9.11173546378246e-117	"4"
"RPLP2"	"RPLP2"	1.48065848289634e-120	-0.320034685297301	0.996	0.997	4.18967124320349e-116	"4"
"RPL10"	"RPL10"	3.54948977679334e-119	-0.27901957212829	0.999	0.998	1.00436362724144e-114	"4"
"RPS12"	"RPS12"	5.82363612602791e-119	-0.383287342160119	0.992	0.993	1.64785607822086e-114	"4"
"GAPDH.1"	"GAPDH"	1.06039928930685e-118	0.614513074727789	0.887	0.754	3.00050582902267e-114	"4"
"RPS3A"	"RPS3A"	1.53378410260105e-114	-0.313312022851017	0.99	0.991	4.33999549671994e-110	"4"
"RPS27A"	"RPS27A"	1.51828416951246e-113	-0.273779704913236	0.996	0.995	4.29613688605244e-109	"4"
"GPR34"	"GPR34"	1.39593519394689e-112	0.449088038352922	0.132	0.03	3.94993822479213e-108	"4"
"RPL34"	"RPL34"	5.42421924033106e-107	-0.289514610023765	0.997	0.996	1.53483707624408e-102	"4"
"HLA-A.1"	"HLA-A"	7.00406903490856e-106	0.400607768819587	0.975	0.924	1.98187137411773e-101	"4"
"HCST.1"	"HCST"	1.98069319815245e-104	0.668427667194362	0.369	0.176	5.60456947349217e-100	"4"
"CTSH"	"CTSH"	1.07127734611657e-102	0.673374978144152	0.604	0.385	3.03128637857144e-98	"4"
"RPS23"	"RPS23"	1.78283234548961e-99	-0.296682022877263	0.993	0.993	5.04470240479739e-95	"4"
"RPL32"	"RPL32"	7.42273081379696e-99	-0.251333034265104	0.997	0.995	2.10033591107199e-94	"4"
"RPS6"	"RPS6"	1.64827018733808e-96	-0.274507617057774	0.996	0.994	4.66394532209184e-92	"4"
"RPS8"	"RPS8"	5.18208416046905e-95	-0.287668920088977	0.991	0.989	1.46632253404632e-90	"4"
"MS4A1"	"MS4A1"	1.05344271886968e-94	0.515888222946711	0.919	0.816	2.98082151731365e-90	"4"
"ISG15.2"	"ISG15"	3.33710406166317e-94	0.996659444224735	0.29	0.129	9.44266965288212e-90	"4"
"CAPZB.1"	"CAPZB"	2.17732628479807e-92	0.575164020471737	0.534	0.322	6.16096245546462e-88	"4"
"TESC"	"TESC"	1.14474823961196e-85	0.410534673012764	0.125	0.034	3.23917961880601e-81	"4"
"ENTPD1"	"ENTPD1"	4.22495829368033e-85	0.508937060490597	0.26	0.11	1.19549419877979e-80	"4"
"RPL35A"	"RPL35A"	4.52644096694443e-85	-0.272189160320615	0.986	0.984	1.2808017360066e-80	"4"
"CFL1.1"	"CFL1"	2.17677963392066e-84	0.454333151920507	0.887	0.758	6.1594156521419e-80	"4"
"RPL9"	"RPL9"	9.85485032738354e-82	-0.295578717784479	0.984	0.984	2.78852844863645e-77	"4"
"CALM2.1"	"CALM2"	7.59528240234949e-81	0.552716141804182	0.805	0.647	2.14916110856881e-76	"4"
"RPS13"	"RPS13"	1.26604296192471e-79	-0.281855886814903	0.986	0.982	3.58239516506215e-75	"4"
"COTL1.1"	"COTL1"	1.85503356952413e-79	0.53773582494515	0.728	0.541	5.24900298832548e-75	"4"
"MYL6"	"MYL6"	8.56236272027575e-79	0.471688917022743	0.848	0.711	2.42280615532923e-74	"4"
"TYMP"	"TYMP"	9.24405158271137e-79	0.588086211265884	0.407	0.226	2.61569683584401e-74	"4"
"HERPUD1.3"	"HERPUD1"	4.75299498954116e-78	0.604310591077217	0.757	0.578	1.34490746224057e-73	"4"
"ACP5"	"ACP5"	3.02501211930085e-76	0.547591777213679	0.353	0.183	8.55957429277368e-72	"4"
"MIR155HG"	"MIR155HG"	3.716701403384e-76	0.515055712996917	0.179	0.066	1.05167782910154e-71	"4"
"RAB31"	"RAB31"	2.33709304061919e-74	0.407605698650821	0.164	0.058	6.61303846773607e-70	"4"
"C12orf75"	"C12orf75"	4.4825927887969e-74	0.495421229313273	0.238	0.104	1.26839445551797e-69	"4"
"DBI.2"	"DBI"	1.91379226647437e-72	0.512779440886341	0.461	0.273	5.41526659721589e-68	"4"
"ARPC5"	"ARPC5"	4.32607589045302e-72	0.540849077476374	0.527	0.338	1.22410643396259e-67	"4"
"HLA-C"	"HLA-C"	1.31775785109922e-71	0.328056062518809	0.97	0.916	3.72872761547034e-67	"4"
"CTA-384D8.34"	"CTA-384D8.34"	3.97110266380687e-70	0.346746869849239	0.107	0.029	1.12366320975079e-65	"4"
"NCR3"	"NCR3"	8.90539322845313e-70	0.474563962448867	0.271	0.128	2.5198700679231e-65	"4"
"LINC00152"	"LINC00152"	1.06047406668276e-69	0.33430261444361	0.123	0.037	3.00071741908555e-65	"4"
"CLIC1.1"	"CLIC1"	3.88148541962181e-69	0.460337693557921	0.739	0.574	1.09830511433619e-64	"4"
"NEAT1"	"NEAT1"	5.11459398466869e-69	0.568044175308747	0.68	0.496	1.44722551390185e-64	"4"
"ITGB1.2"	"ITGB1"	1.64998469140758e-68	0.512664148430189	0.419	0.239	4.66879668280689e-64	"4"
"POMP.2"	"POMP"	7.84492986430929e-68	0.488595495402611	0.414	0.239	2.21980135440496e-63	"4"
"VOPP1"	"VOPP1"	1.30588043232173e-67	0.459162041474716	0.368	0.202	3.69511927129758e-63	"4"
"AC104699.1"	"AC104699.1"	3.96872572151719e-67	0.322344848924439	0.133	0.044	1.1229906301605e-62	"4"
"CORO1A.1"	"CORO1A"	1.37634335063385e-66	0.45135637621566	0.838	0.701	3.89450114495353e-62	"4"
"PLEK"	"PLEK"	4.54552058350771e-66	0.414241531501216	0.222	0.097	1.28620050430934e-61	"4"
"UBC"	"UBC"	7.36721340454114e-66	0.417715775767271	0.907	0.812	2.08462670494896e-61	"4"
"CD74"	"CD74"	1.68485074125807e-65	0.253973287320425	1	0.995	4.76745365746383e-61	"4"
"IFI44L"	"IFI44L"	1.88792485833397e-64	0.697209182733795	0.174	0.071	5.34207217914181e-60	"4"
"RPL7"	"RPL7"	2.10690470552711e-64	-0.277494365459483	0.986	0.986	5.96169755475952e-60	"4"
"ZBTB32"	"ZBTB32"	6.7740311854526e-64	0.331829408704083	0.117	0.037	1.91677986423567e-59	"4"
"RFTN1"	"RFTN1"	8.63116845533678e-64	0.347727905435091	0.155	0.057	2.44227542612209e-59	"4"
"DUSP2.3"	"DUSP2"	1.45108849119587e-63	0.798185767143828	0.449	0.286	4.10599999468783e-59	"4"
"PSME2.1"	"PSME2"	1.58940908900653e-63	0.523644503376716	0.461	0.288	4.49739195825289e-59	"4"
"GRN"	"GRN"	2.26017844438211e-63	0.567861499780229	0.361	0.205	6.39540092622361e-59	"4"
"HLA-B"	"HLA-B"	3.9826236560982e-62	0.273185566522613	0.985	0.954	1.12692318972955e-57	"4"
"PTPN1"	"PTPN1"	6.05062018118487e-62	0.47967283266891	0.397	0.235	1.71208348646807e-57	"4"
"LSP1.1"	"LSP1"	3.92355452494025e-61	0.49396308733681	0.607	0.435	1.11020898837709e-56	"4"
"SRGN.3"	"SRGN"	2.9346736002325e-60	0.47176955423378	0.759	0.588	8.30395241921788e-56	"4"
"RPL21"	"RPL21"	8.77495294246924e-60	-0.257661194563009	0.995	0.991	2.4829606846011e-55	"4"
"CD86"	"CD86"	1.26768503286426e-59	0.455295737359736	0.207	0.093	3.58704156899271e-55	"4"
"CD99.2"	"CD99"	2.56695319743267e-59	0.457676900598732	0.517	0.337	7.26345076745549e-55	"4"
"HN1"	"HN1"	1.04392741622419e-58	0.40230616957954	0.27	0.136	2.95389701694797e-54	"4"
"PSMB9"	"PSMB9"	1.17420885934212e-58	0.430889521167429	0.612	0.434	3.32254138839447e-54	"4"
"PRDX1.1"	"PRDX1"	1.79628208368457e-57	0.462741164353074	0.489	0.318	5.08275978399386e-53	"4"
"LITAF"	"LITAF"	5.13018511439076e-55	0.426737241149689	0.378	0.224	1.45163717996801e-50	"4"
"SH3BGRL3.1"	"SH3BGRL3"	5.27292009280316e-55	0.456546097787898	0.798	0.648	1.49202546945958e-50	"4"
"S100A11.1"	"S100A11"	2.49902395553155e-54	0.463327816204975	0.421	0.26	7.07123818457206e-50	"4"
"MX1"	"MX1"	4.56169168719122e-54	0.51857709796587	0.213	0.103	1.29077627980763e-49	"4"
"COX5A"	"COX5A"	5.15505002879589e-54	0.408278103082198	0.356	0.208	1.45867295614808e-49	"4"
"PKM"	"PKM"	6.72014708200319e-54	0.429177360238598	0.453	0.288	1.90153281832362e-49	"4"
"ARPC3"	"ARPC3"	9.88858029865731e-54	0.37523202466609	0.837	0.723	2.79807268130807e-49	"4"
"TPI1.1"	"TPI1"	4.06683717552801e-53	0.443940187966262	0.488	0.319	1.1507522471874e-48	"4"
"MCL1.1"	"MCL1"	5.55058166303377e-53	0.43538520972885	0.511	0.345	1.57059258737203e-48	"4"
"SCPEP1.2"	"SCPEP1"	4.74505386101414e-52	0.400962337905061	0.314	0.176	1.34266044051256e-47	"4"
"DUSP1.2"	"DUSP1"	1.28407274298121e-50	-0.520618185748909	0.79	0.813	3.63341223353964e-46	"4"
"HLA-DMA"	"HLA-DMA"	1.31362436518045e-49	0.354663959634996	0.726	0.557	3.71703150371459e-45	"4"
"TAP1"	"TAP1"	1.3683792081789e-49	0.374102706857954	0.245	0.126	3.87196580746301e-45	"4"
"EEF1B2"	"EEF1B2"	2.38787568876299e-49	-0.336402485909493	0.898	0.906	6.75673304892374e-45	"4"
"NOP10"	"NOP10"	2.34445063109446e-48	0.377586217804368	0.367	0.22	6.63385750574487e-44	"4"
"OAS1"	"OAS1"	2.7949106855248e-48	0.338517257308588	0.125	0.048	7.90847927576098e-44	"4"
"TSPO.2"	"TSPO"	2.8142868808815e-48	0.393159563674673	0.343	0.203	7.96330615814229e-44	"4"
"CRIP1.1"	"CRIP1"	3.5803158374698e-48	0.408679203938701	0.263	0.141	1.01308616937045e-43	"4"
"LPIN1"	"LPIN1"	1.31467876664191e-47	0.388265104562638	0.343	0.203	3.72001503808996e-43	"4"
"CD19"	"CD19"	1.62946294635035e-47	0.406669204673036	0.383	0.238	4.61072835299296e-43	"4"
"TNFRSF13B"	"TNFRSF13B"	4.93362212680049e-47	0.354823795633544	0.445	0.285	1.39601771699947e-42	"4"
"VPREB3.1"	"VPREB3"	1.68044864481877e-46	-0.499766031671202	0.42	0.564	4.75499748537918e-42	"4"
"CCDC50.1"	"CCDC50"	2.43253675260982e-46	0.369800229818365	0.408	0.258	6.88310599518475e-42	"4"
"VIM.1"	"VIM"	7.00038085675309e-46	0.460288799675244	0.707	0.567	1.98082776722685e-41	"4"
"ANKRD28"	"ANKRD28"	1.43914128724282e-45	0.414484618986001	0.135	0.056	4.07219418638229e-41	"4"
"OAZ1"	"OAZ1"	1.60205768130672e-45	0.288884280438872	0.931	0.861	4.5331824150255e-41	"4"
"MYL12A"	"MYL12A"	1.87778913118762e-45	0.377569671143241	0.805	0.685	5.31339212560849e-41	"4"
"ITGB2.1"	"ITGB2"	2.53172909033484e-45	0.386316542479634	0.279	0.156	7.16378063401147e-41	"4"
"VDAC1"	"VDAC1"	3.11113034246594e-45	0.331203423200534	0.264	0.144	8.80325441704161e-41	"4"
"PRELID1"	"PRELID1"	3.42346316601537e-45	0.350237462326931	0.419	0.268	9.68703137455709e-41	"4"
"LCP1.1"	"LCP1"	3.57917831803471e-45	0.400713141976757	0.489	0.332	1.0127642968711e-40	"4"
"CD52"	"CD52"	4.48304481756548e-45	0.312909734056638	0.965	0.925	1.26852236157833e-40	"4"
"ANXA4"	"ANXA4"	4.89399995433772e-45	0.26058905817425	0.114	0.043	1.3848062270794e-40	"4"
"ZFP36L2.2"	"ZFP36L2"	7.23444230355199e-45	-0.521599107812719	0.692	0.751	2.04705779421307e-40	"4"
"IRF2BP2"	"IRF2BP2"	1.00296680622274e-44	0.362514390093871	0.173	0.081	2.83799487488786e-40	"4"
"GBP2"	"GBP2"	1.72746611530774e-44	0.300395178234223	0.106	0.039	4.88803811987477e-40	"4"
"RASGRP3"	"RASGRP3"	2.07629599074578e-44	0.352389606312696	0.234	0.122	5.87508713541426e-40	"4"
"CTSC"	"CTSC"	8.95009576645951e-44	0.290566475981078	0.198	0.098	2.53251909807738e-39	"4"
"ENO1.1"	"ENO1"	1.27033561972878e-43	0.354024219909227	0.51	0.351	3.59454166958456e-39	"4"
"CD96"	"CD96"	1.50296724550865e-43	0.334817655894661	0.138	0.059	4.25279611789128e-39	"4"
"ITGB2-AS1"	"ITGB2-AS1"	1.87012853909249e-43	0.275832644646031	0.118	0.046	5.29171571421612e-39	"4"
"TAGLN2.1"	"TAGLN2"	3.1150672821898e-43	0.402028056520377	0.561	0.408	8.81439438168425e-39	"4"
"PTPN7"	"PTPN7"	4.51947171559905e-43	0.358851871740676	0.276	0.155	1.27882971664591e-38	"4"
"HLA-DRB5"	"HLA-DRB5"	5.04930156258467e-43	0.483079991235804	0.584	0.445	1.42875037014896e-38	"4"
"RP5-1171I10.5"	"RP5-1171I10.5"	1.35615997344343e-42	0.39179026516978	0.246	0.135	3.83739026085554e-38	"4"
"CYBA"	"CYBA"	2.36309840502171e-42	0.27711552173688	0.942	0.876	6.68662324684942e-38	"4"
"TMSB10.2"	"TMSB10"	3.31552615041028e-42	0.282150771331731	0.974	0.945	9.38161279520092e-38	"4"
"LIMS1"	"LIMS1"	4.80736264328193e-42	0.314382777404996	0.152	0.069	1.36029133354305e-37	"4"
"PDIA6"	"PDIA6"	8.8148588615583e-42	0.354116020117831	0.301	0.176	2.49425246346654e-37	"4"
"CAP1.1"	"CAP1"	1.26513831709159e-41	0.350478426355357	0.485	0.335	3.57983538204235e-37	"4"
"S100A10.2"	"S100A10"	1.5787708526812e-41	0.348642927582835	0.447	0.299	4.46729000474674e-37	"4"
"SPIB"	"SPIB"	1.58688519828951e-41	0.338350417369176	0.261	0.145	4.49025035708001e-37	"4"
"EMP3.1"	"EMP3"	1.66053963426136e-41	0.435199540555109	0.475	0.332	4.69866294910595e-37	"4"
"BASP1.1"	"BASP1"	1.83806628350209e-41	0.386230083702066	0.378	0.242	5.20099235579752e-37	"4"
"GABARAPL2"	"GABARAPL2"	2.52359167560906e-41	0.400152088263286	0.395	0.257	7.1407550053034e-37	"4"
"HLA-E"	"HLA-E"	2.75968121146962e-41	0.262043331193785	0.936	0.855	7.80879395597443e-37	"4"
"ADGRE5"	"ADGRE5"	2.80662525948668e-41	0.447299975404089	0.319	0.196	7.94162683424351e-37	"4"
"ATP5E"	"ATP5E"	3.34872604028486e-41	0.278037150155094	0.871	0.77	9.47555520359004e-37	"4"
"STAT1"	"STAT1"	4.77615115010069e-41	0.371873295294939	0.214	0.113	1.35145972943249e-36	"4"
"RAC2.1"	"RAC2"	4.95376832517641e-41	0.37138859668073	0.663	0.517	1.40171828529192e-36	"4"
"GSTK1"	"GSTK1"	9.01870530135595e-41	0.37416617247091	0.454	0.307	2.55193285207168e-36	"4"
"CXCR4.2"	"CXCR4"	2.43192681220217e-40	-0.335467564571642	0.937	0.944	6.88138010780726e-36	"4"
"BRK1"	"BRK1"	6.36051579472921e-40	0.307109955242212	0.547	0.386	1.79977154927658e-35	"4"
"FAM107B"	"FAM107B"	7.80068388050208e-40	0.361848233664444	0.319	0.196	2.20728151082687e-35	"4"
"ECH1"	"ECH1"	8.21672281275509e-40	0.290594297875109	0.368	0.232	2.32500388709718e-35	"4"
"PYCARD"	"PYCARD"	9.66429334577068e-40	0.341844823153588	0.285	0.167	2.73460844511927e-35	"4"
"MYO1F"	"MYO1F"	1.3851360459655e-39	0.336412367635428	0.178	0.088	3.91938095566397e-35	"4"
"VAMP5"	"VAMP5"	2.50440281619768e-39	0.281823754478004	0.126	0.053	7.08645820871295e-35	"4"
"ATP6V0E1"	"ATP6V0E1"	6.17890182374655e-39	0.335971597147288	0.678	0.531	1.74838206004732e-34	"4"
"UBE2A"	"UBE2A"	6.82313150778766e-39	0.281727610242564	0.202	0.105	1.9306732914436e-34	"4"
"SEC61B"	"SEC61B"	9.26157827701417e-39	0.331538246206792	0.444	0.297	2.62065618926393e-34	"4"
"REEP5"	"REEP5"	4.03910731969033e-38	0.326982702919963	0.355	0.223	1.14290580717958e-33	"4"
"TNFRSF1B"	"TNFRSF1B"	4.05330533857396e-38	0.270185646303732	0.119	0.05	1.14692327860289e-33	"4"
"SRI"	"SRI"	4.70113188508053e-38	0.337483216354525	0.341	0.214	1.33023227820239e-33	"4"
"EPSTI1"	"EPSTI1"	5.52436492473819e-38	0.334362203750082	0.168	0.083	1.56317429910392e-33	"4"
"UBE2N.2"	"UBE2N"	8.1870997740465e-38	0.332233520469677	0.456	0.31	2.3166217520642e-33	"4"
"TCF4.1"	"TCF4"	9.44383453388518e-38	0.378229718471521	0.411	0.277	2.67222741970815e-33	"4"
"CREM.3"	"CREM"	1.46171009233382e-37	0.466581850615175	0.319	0.199	4.13605487726777e-33	"4"
"TRABD"	"TRABD"	1.88821158711201e-37	0.325767434051445	0.304	0.183	5.34288350689215e-33	"4"
"GSN"	"GSN"	2.33026520384503e-37	0.288252607000229	0.11	0.045	6.59371842079989e-33	"4"
"ZEB2"	"ZEB2"	2.9825036445152e-37	0.394723114817129	0.206	0.111	8.43929231252021e-33	"4"
"SCAMP2"	"SCAMP2"	3.89598644509897e-37	0.315603264901723	0.19	0.099	1.1024083245052e-32	"4"
