"gene"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"
"LINC00936"	3.48613567771542e-08	-0.299806918738924	0.074	0.132	0.000986436951366356	"6"
"HLA-DRB1"	1.37987942745051e-33	0.343181632444319	0.961	0.904	3.90450682791397e-29	"7"
"HLA-DQA1"	4.84405984357276e-33	0.379927224266432	0.878	0.755	1.37067517333735e-28	"7"
"RGS1"	1.03693543850037e-22	0.464077351474369	0.697	0.56	2.93411251678064e-18	"7"
"UBC"	9.55217075777772e-22	0.305256056448577	0.907	0.83	2.70288223762078e-17	"7"
"HLA-DPB1"	1.78051424073765e-21	0.256224865184895	0.984	0.931	5.03814309559126e-17	"7"
"HLA-DPA1"	2.49628149967948e-21	0.266524632987224	0.971	0.93	7.06347813149307e-17	"7"
"HLA-DQB1"	7.76252616689176e-17	0.251617179509493	0.919	0.842	2.19648440418369e-12	"7"
"CD83"	2.00099744314902e-13	0.284792664722433	0.638	0.516	5.66202236513446e-09	"7"
"DUSP4"	2.1392942531131e-13	0.372471855219164	0.178	0.106	6.05334701860883e-09	"7"
"TAGLN2"	2.59609982555173e-13	0.278208001840089	0.535	0.419	7.34592406638118e-09	"7"
"MTRNR2L1"	1.00575563844922e-12	0.486407961181815	0.269	0.184	2.84588615455592e-08	"7"
"TYMP"	2.36236695601245e-12	0.260396226849122	0.353	0.25	6.68455353873284e-08	"7"
"JUND"	1.45156496237996e-10	0.395722346021977	0.44	0.343	4.10734821755033e-06	"7"
"RGCC"	2.00198187990693e-10	0.361072117025287	0.235	0.162	5.66480792738466e-06	"7"
"CTSH"	1.06454297204898e-09	0.274394453891598	0.513	0.423	3.0122307937098e-05	"7"
"SCPEP1"	3.61259324894423e-09	0.286953175174696	0.261	0.189	0.000102221938572126	"7"
"VOPP1"	4.00435547141385e-09	0.257306730176244	0.309	0.229	0.000113307242419126	"7"
"EMP3"	7.97186672797193e-09	0.26868021092102	0.437	0.352	0.000225571940934694	"7"
"CAPG"	1.11737611412309e-08	0.262923722898145	0.423	0.337	0.00031617274525227	"7"
"MALAT1"	3.04226909397874e-252	1.08655337314691	1	0.994	8.60840462832225e-248	"8"
"RPS2"	8.357420544471e-188	-0.932664924756994	0.903	0.999	2.36481571726352e-183	"8"
"EEF1A1"	2.53721885447179e-182	-0.910712090573503	0.945	0.998	7.17931447061338e-178	"8"
"RPL10"	2.16402953061735e-171	-0.759792501471237	0.966	0.999	6.12333795983484e-167	"8"
"MT-CO1"	2.03596231111358e-164	0.911185446132462	1	0.988	5.76095895552699e-160	"8"
"MT-ND4"	1.31964185584615e-146	0.904098725399178	0.995	0.978	3.73405859530226e-142	"8"
"RPL3"	8.01544990498291e-144	-0.772647396366096	0.891	0.994	2.26805170511397e-139	"8"
"MT-CO3"	1.61485330351463e-143	0.87447532947241	1	0.987	4.56938890762501e-139	"8"
"MT-CO2"	1.72320641905997e-139	0.874782815330583	0.996	0.983	4.87598488337208e-135	"8"
"RPL13A"	3.63876460298939e-137	-0.659486091763372	0.974	0.999	1.02962483206188e-132	"8"
"RPS18"	2.52514959132287e-134	-0.683897606144673	0.966	0.999	7.14516328360719e-130	"8"
"RPS4X"	4.50880916896136e-134	-0.806655159583647	0.886	0.995	1.27581264244931e-129	"8"
"RPL19"	3.4402247785898e-132	-0.712428624852552	0.892	0.996	9.73446003349769e-128	"8"
"RPL18A"	1.59642728590455e-126	-0.709307182294193	0.888	0.995	4.5172506481955e-122	"8"
"MT-ND2"	2.27703900826683e-125	1.04516365025621	0.978	0.964	6.44310957779181e-121	"8"
"RPL23A"	6.25454879535749e-123	-0.646696998409003	0.927	0.996	1.76978712713436e-118	"8"
"RPL10A"	1.38651180736064e-121	-0.776725707205378	0.795	0.983	3.92327381010766e-117	"8"
"RPS3"	1.72300887844331e-121	-0.695398930741757	0.882	0.994	4.87542592244319e-117	"8"
"MT-CYB"	1.24310418742444e-118	0.905911395511459	0.987	0.967	3.5174876087362e-114	"8"
"RPS6"	1.30356873355316e-118	-0.653559161830171	0.93	0.997	3.68857808846203e-114	"8"
"RPSA"	8.00960328076773e-118	-0.85019639404431	0.725	0.963	2.26639734432604e-113	"8"
"RPL11"	2.98432839010977e-117	-0.600066383829354	0.931	0.998	8.44445561265459e-113	"8"
"RPL21"	1.70063107011072e-116	-0.71440477721067	0.906	0.996	4.8121056759853e-112	"8"
"RPL15"	7.85329988237368e-116	-0.68967130582427	0.857	0.991	2.22216973471646e-111	"8"
"RPS5"	4.10092187780696e-114	-0.788054730814809	0.721	0.977	1.16039685454426e-109	"8"
"RPL5"	2.58547805554229e-113	-0.826787503809857	0.715	0.963	7.31586870596247e-109	"8"
"MT-ATP6"	3.38600439646064e-113	0.923976927911363	0.985	0.965	9.58103804022502e-109	"8"
"RPL27A"	1.37195646315378e-111	-0.621379418446613	0.919	0.996	3.88208800813994e-107	"8"
"RPS14"	3.98522395934666e-111	-0.592386188536428	0.949	0.998	1.12765897153673e-106	"8"
"RPS8"	3.28197504105876e-110	-0.649647461778475	0.894	0.994	9.28667657617986e-106	"8"
"RPLP1"	4.15801903399249e-108	-0.581317529569945	0.976	0.999	1.17655306585852e-103	"8"
"RPL26"	5.69807291674319e-108	-0.671694010888959	0.856	0.989	1.61232671252165e-103	"8"
"RPL8"	2.39248747369602e-106	-0.684090706981038	0.833	0.988	6.76978255557027e-102	"8"
"RPS3A"	6.87494850302359e-103	-0.612071566538384	0.914	0.995	1.94533542841556e-98	"8"
"RPS12"	1.06012179827067e-100	-0.675714832783842	0.939	0.996	2.99972064038669e-96	"8"
"RPL28"	3.05395683506058e-99	-0.590107518473808	0.929	0.994	8.64147626048741e-95	"8"
"RPL13"	7.04335307362116e-99	-0.521079201497207	0.973	0.999	1.99298718571184e-94	"8"
"RPS27"	1.48935451602547e-96	-0.61769904306991	0.973	0.999	4.21427753854566e-92	"8"
"RPS15A"	6.93012662763975e-95	-0.547932649576275	0.925	0.996	1.96094863055695e-90	"8"
"RPL18"	1.68449992898784e-93	-0.620058321110181	0.838	0.986	4.76646099906398e-89	"8"
"RPS9"	2.44056322172701e-92	-0.634749245149768	0.801	0.983	6.90581769219875e-88	"8"
"RPL9"	1.58975716128389e-91	-0.608841428177015	0.884	0.99	4.49837686356889e-87	"8"
"GNB2L1"	6.77583174743196e-91	-0.734115922221556	0.697	0.957	1.91728935125335e-86	"8"
"RPS27A"	7.81010571252686e-91	-0.512576501215228	0.957	0.997	2.2099475124166e-86	"8"
"EEF1B2"	1.60672300028383e-90	-0.855176968694999	0.569	0.922	4.54638340160313e-86	"8"
"RPS16"	9.42006332960689e-90	-0.597403915277007	0.856	0.985	2.66550111974557e-85	"8"
"RPS15"	1.31020941901945e-89	-0.506738611779959	0.903	0.994	3.70736857205745e-85	"8"
"RPL7"	3.95546355774759e-88	-0.613832731715897	0.867	0.991	1.11923796830026e-83	"8"
"MT-ND1"	2.6983140065427e-87	0.902688137711296	0.964	0.94	7.63514931291321e-83	"8"
"RPS10"	4.50663325340351e-86	-0.996301873347894	0.397	0.811	1.27519694538306e-81	"8"
"RPL27"	5.84813079228049e-86	-0.652435823065219	0.783	0.974	1.65478708898369e-81	"8"
"RPL4"	3.0271274543637e-85	-0.775979848489501	0.633	0.935	8.56555984486753e-81	"8"
"RPS13"	5.33871907263204e-84	-0.593579219318913	0.844	0.988	1.51064394879196e-79	"8"
"RPL35A"	1.51742927784927e-83	-0.543907810328836	0.88	0.989	4.2937178846023e-79	"8"
"RPS28"	5.0548084803406e-81	-0.557995532252948	0.882	0.99	1.43030860759718e-76	"8"
"RPL32"	1.33851394803248e-79	-0.461031386539236	0.953	0.998	3.78745906735269e-75	"8"
"RPL7A"	5.85290387721092e-77	-0.682656241187049	0.732	0.964	1.6561376810956e-72	"8"
"UBA52"	8.97411140902198e-75	-0.621969467473147	0.746	0.963	2.53931456429686e-70	"8"
"RPL30"	1.69163936161979e-72	-0.536602183702316	0.906	0.992	4.78666273763936e-68	"8"
"FAU"	6.53089943598302e-72	-0.517491838450534	0.837	0.986	1.84798330440576e-67	"8"
"EEF2"	5.64282769177522e-71	-0.774120698462242	0.448	0.837	1.59669452366472e-66	"8"
"ACTG1"	9.71096553128748e-71	-0.823031291370322	0.474	0.853	2.74781480673311e-66	"8"
"RPS23"	7.48900535598566e-69	-0.483375475103661	0.946	0.995	2.1190889555297e-64	"8"
"RPS25"	1.28318066565948e-68	-0.463127517795125	0.911	0.993	3.63088801155005e-64	"8"
"RPL14"	6.53734410312704e-68	-0.527447362366784	0.825	0.977	1.84980688742083e-63	"8"
"MT-ND3"	3.25530615526989e-65	0.868758581167954	0.934	0.924	9.21121429695169e-61	"8"
"RPL12"	1.3582026311963e-64	-0.497132413029671	0.868	0.987	3.84317016523304e-60	"8"
"RPS7"	2.37704704828897e-64	-0.487364235633974	0.845	0.984	6.72609232783847e-60	"8"
"RPL41"	2.59967715072166e-64	-0.696140289883428	0.853	0.986	7.35604646568202e-60	"8"
"RPL29"	4.8011617338164e-64	-0.519819772985695	0.834	0.978	1.35853672420069e-59	"8"
"EEF1D"	1.44957171647442e-63	-0.643789771102837	0.53	0.898	4.10170812893602e-59	"8"
"SLC25A6"	6.73584341532616e-63	-0.661833598318207	0.433	0.824	1.90597425280069e-58	"8"
"RPS20"	2.70148544293654e-62	-0.507990366851792	0.886	0.987	7.64412320933323e-58	"8"
"RPLP0"	2.01385635763397e-59	-0.596024077814111	0.674	0.935	5.69840794956108e-55	"8"
"HLA-DRA"	4.2043895142193e-59	-0.458700643966108	0.913	0.995	1.18967405694349e-54	"8"
"HLA-DPB1"	4.94181847497924e-59	-0.606941124500644	0.678	0.947	1.39833695568012e-54	"8"
"EIF3E"	2.91074724626851e-57	-0.636064214530459	0.343	0.739	8.23625040804138e-53	"8"
"NPM1"	5.9486092685816e-57	-0.624300324266643	0.454	0.83	1.68321847863785e-52	"8"
"ACTB"	7.83079978554079e-57	-0.623406034799961	0.84	0.974	2.21580310731662e-52	"8"
"RPL17"	9.26148809420276e-57	-0.746212102668909	0.292	0.671	2.62063067113561e-52	"8"
"GAPDH"	1.52709604319897e-55	-0.717510103350327	0.416	0.796	4.32107096383581e-51	"8"
"RPL37A"	1.92031288787546e-54	-0.511554024441292	0.794	0.965	5.4337173475324e-50	"8"
"RPS17"	2.36113089342235e-54	-0.508297591215432	0.837	0.974	6.6810559760279e-50	"8"
"RPL6"	2.54935976148847e-54	-0.474768977547251	0.822	0.973	7.21366838110776e-50	"8"
"TMSB4X"	1.70598483960137e-53	-0.397965756647348	0.991	0.999	4.82725470213603e-49	"8"
"BTF3"	1.07337479919879e-51	-0.600811629313415	0.49	0.848	3.03722133181291e-47	"8"
"RPL23"	4.59039363630149e-51	-0.522090662427498	0.684	0.939	1.29889778332787e-46	"8"
"RPLP2"	5.34763139895113e-51	-0.374444152457969	0.97	0.998	1.51316578064721e-46	"8"
"PFN1"	1.42713062827689e-50	-0.66444929434771	0.437	0.796	4.03820882577228e-46	"8"
"HNRNPA1"	1.91895405232748e-50	-0.597826538623115	0.41	0.783	5.42987238646584e-46	"8"
"NACA"	2.39338436671889e-50	-0.5254673513489	0.634	0.919	6.77232040406776e-46	"8"
"RPS29"	1.02674806156563e-48	-0.572061334561995	0.826	0.973	2.90528631500609e-44	"8"
"CLIC1"	1.06865027615108e-48	-0.579699022055081	0.252	0.618	3.0238528213971e-44	"8"
"RPS11"	1.10341955506167e-48	-0.45781475835213	0.813	0.968	3.1222359730025e-44	"8"
"FTH1"	4.57224969394e-48	-0.435833930602421	0.84	0.985	1.29376377339726e-43	"8"
"CD48"	1.26105847073427e-47	-0.609512915489097	0.272	0.623	3.5682910487897e-43	"8"
"YBX1"	2.2849850433411e-47	-0.600558227956841	0.347	0.718	6.46559367863798e-43	"8"
"UQCRH"	1.91018101627973e-46	-0.568730547712099	0.249	0.6	5.40504820366512e-42	"8"
"RPL34"	8.77208920234212e-45	-0.296117145553322	0.966	0.998	2.48215036069473e-40	"8"
"CORO1A"	9.3777202518406e-45	-0.542785157603834	0.358	0.728	2.65351972246082e-40	"8"
"CFL1"	1.14429571856934e-44	-0.59023058233824	0.425	0.784	3.23789916526381e-40	"8"
"RPL31"	3.12792867707393e-44	-0.41833141053492	0.873	0.987	8.85078698464841e-40	"8"
"RPL39"	1.58104659569153e-43	-0.373287375157036	0.925	0.99	4.47372944716874e-39	"8"
"RPL36"	2.58692858206347e-43	-0.420665230110263	0.825	0.976	7.3199731158068e-39	"8"
"RPS19"	4.84699089210691e-43	-0.317755047341727	0.949	0.996	1.37150454283057e-38	"8"
"TOMM7"	9.03563478104176e-43	-0.530844661525078	0.525	0.854	2.55672321764358e-38	"8"
"RPS26"	1.80462628927526e-42	-0.513376703526966	0.623	0.891	5.10637054813327e-38	"8"
"GLTSCR2"	2.38560293863175e-42	-0.523410454427407	0.406	0.767	6.7503020751524e-38	"8"
"RPL24"	5.18360025314958e-42	-0.46656101663282	0.731	0.952	1.46675152763121e-37	"8"
"COTL1"	5.56311793969994e-42	-0.576808205973024	0.26	0.599	1.57413985221749e-37	"8"
"COX7C"	3.9734532326499e-41	-0.489681694054351	0.455	0.813	1.12432832671062e-36	"8"
"RAC2"	5.18701698456947e-41	-0.570240366307506	0.234	0.55	1.46771832595378e-36	"8"
"EIF3H"	1.31213674582038e-40	-0.516025491271661	0.234	0.561	3.71282213597336e-36	"8"
"SMDT1"	1.34637800117944e-40	-0.532217027161441	0.197	0.512	3.80971119213733e-36	"8"
"EIF3F"	2.07921157463304e-40	-0.523557027445003	0.254	0.585	5.88333707158166e-36	"8"
"ARHGDIB"	3.89055887300511e-40	-0.54595872766412	0.38	0.739	1.10087253870553e-35	"8"
"RPL35"	4.7578004763598e-40	-0.378424723902755	0.83	0.979	1.34626722279077e-35	"8"
"UQCRB"	7.87585486706071e-40	-0.496348258255168	0.424	0.784	2.2285518931835e-35	"8"
"PABPC1"	1.25720361498865e-39	-0.549109654470767	0.501	0.814	3.5573833489719e-35	"8"
"CCNI"	2.33251285345916e-39	-0.484861717228215	0.312	0.654	6.60007837014803e-35	"8"
"ATP5L"	4.29243331401749e-39	-0.473521491363843	0.359	0.71	1.21458693053439e-34	"8"
"EIF3L"	4.59704037984406e-39	-0.588889471827894	0.199	0.501	1.30077854588068e-34	"8"
"HSPA8"	8.1576131649441e-39	-0.440850632362329	0.268	0.585	2.30827822115258e-34	"8"
"EIF3K"	1.92904247894128e-38	-0.425220886679381	0.26	0.592	5.45841859841224e-34	"8"
"RPS21"	2.65984487875112e-38	-0.438557587871347	0.752	0.952	7.52629706891416e-34	"8"
"HLA-DPA1"	1.83059392211915e-37	-0.439318849952556	0.704	0.944	5.17984856202834e-33	"8"
"LDHB"	2.1506649731739e-37	-0.509153658290251	0.155	0.438	6.08552160809286e-33	"8"
"SNRPD2"	4.09110304272672e-37	-0.467694653493228	0.264	0.589	1.15761851696995e-32	"8"
"TPT1"	2.29176188037251e-36	-0.449407183090762	0.879	0.979	6.48476941670204e-32	"8"
"ARPC1B"	2.62912006719156e-36	-0.497412436022429	0.249	0.557	7.43935814212522e-32	"8"
"ENO1"	4.03689984758114e-36	-0.525485262982081	0.122	0.38	1.14228118087156e-31	"8"
"ATP5G2"	2.26286270746285e-35	-0.424366550662949	0.362	0.706	6.40299631703688e-31	"8"
"EIF3G"	2.27908349637698e-35	-0.481732196705091	0.128	0.384	6.44889466134829e-31	"8"
"PSME1"	3.81483531699938e-35	-0.466812984042644	0.225	0.522	1.07944580129815e-30	"8"
"GPX4"	4.02997972491631e-35	-0.485256300487401	0.163	0.432	1.14032306296232e-30	"8"
"RPL38"	1.04342465411351e-34	-0.386248797826934	0.773	0.948	2.95247440127958e-30	"8"
"SKP1"	2.3437891459317e-34	-0.404423236554619	0.242	0.548	6.63198576732834e-30	"8"
"LSP1"	2.41334977269801e-34	-0.476750355087062	0.198	0.474	6.82881451682628e-30	"8"
"RHOA"	2.66765131457532e-34	-0.400117282993184	0.182	0.46	7.54838615972234e-30	"8"
"RPL37"	3.29122871145523e-34	-0.338866883247807	0.867	0.974	9.31286076193373e-30	"8"
"RPL22"	1.613736446044e-33	-0.40552527558921	0.725	0.945	4.56622864772609e-29	"8"
"SH3BGRL"	1.87797814485251e-33	-0.487365999648148	0.156	0.417	5.31392695867465e-29	"8"
"EIF3D"	2.12432848494748e-33	-0.443572865106435	0.147	0.402	6.01099988100739e-29	"8"
"ATP5O"	3.83846017703845e-33	-0.44055185324382	0.183	0.458	1.0861306916948e-28	"8"
"OAZ1"	4.28733387690366e-33	-0.436869603646983	0.585	0.885	1.21314399380866e-28	"8"
"HIGD2A"	5.89803328517977e-33	-0.445650750022161	0.153	0.417	1.66890749837447e-28	"8"
"NAP1L1"	3.36874945294253e-32	-0.360329266552947	0.4	0.733	9.53221345204618e-28	"8"
"MYL12A"	6.37475943502571e-32	-0.342676783518406	0.38	0.717	1.80380192973488e-27	"8"
"APRT"	6.40293989401123e-32	-0.428445183589744	0.153	0.408	1.81177587240942e-27	"8"
"C6orf48"	1.04743755608631e-31	-0.426394920876803	0.223	0.505	2.96382930870184e-27	"8"
"SMIM14"	1.06185595352319e-31	-0.430600915616072	0.312	0.611	3.00462760608922e-27	"8"
"NDUFA4"	4.50678036913117e-31	-0.316001134689264	0.257	0.556	1.27523857324936e-26	"8"
"COMMD6"	7.22661384890104e-31	-0.361022770752141	0.384	0.722	2.04484265468504e-26	"8"
"COX4I1"	8.73670302040671e-31	-0.40466089579276	0.495	0.821	2.47213748665428e-26	"8"
"CAPZB"	2.03934941978603e-30	-0.44083910244885	0.122	0.354	5.77054311822655e-26	"8"
"ALDOA"	1.00902828128078e-29	-0.37592564516762	0.218	0.49	2.85514642471209e-25	"8"
"CNBP"	1.16855771734835e-29	-0.345323218943666	0.209	0.49	3.30655091700889e-25	"8"
"LAPTM5"	1.46658353522291e-29	-0.38834992678382	0.51	0.825	4.14984477126675e-25	"8"
"UBXN1"	1.53533097726594e-29	-0.404123459868843	0.188	0.452	4.34437253327169e-25	"8"
"ARPC3"	1.90610524170313e-29	-0.432548017319814	0.423	0.745	5.39351539192318e-25	"8"
"RSL1D1"	1.96482142019657e-29	-0.429589272806811	0.137	0.37	5.5596586905882e-25	"8"
"SSR2"	3.47495776685644e-29	-0.364421507617564	0.217	0.489	9.83274049709698e-25	"8"
"ZFAS1"	3.88481459307758e-29	-0.387057293662605	0.388	0.711	1.09924713725723e-24	"8"
"SLC25A3"	4.17772025346991e-29	-0.365436755349893	0.155	0.397	1.18212772292185e-24	"8"
"RBM3"	5.13288793341249e-29	-0.364174342471142	0.234	0.518	1.4524019696384e-24	"8"
"CTSH"	6.05376553351682e-29	-0.421854110477989	0.19	0.441	1.71297349536392e-24	"8"
"MT-ND5"	7.1045941286262e-29	0.671555775036191	0.719	0.756	2.01031595463607e-24	"8"
"VASP"	1.12900422010051e-28	-0.468357603505713	0.092	0.298	3.19463034119641e-24	"8"
"RAN"	1.8883948359894e-28	-0.394267811826154	0.18	0.431	5.34340202791561e-24	"8"
"COX7A2"	2.64053187666838e-28	-0.341225652211923	0.219	0.492	7.47164899822083e-24	"8"
"PTMA"	5.18619513594334e-28	-0.281051577142197	0.899	0.984	1.46748577566653e-23	"8"
"FBL"	5.24688703021452e-28	-0.414904494830138	0.096	0.302	1.4846591540695e-23	"8"
"SUMO2"	5.31801512422437e-28	-0.258591382022141	0.296	0.604	1.50478555955053e-23	"8"
"SNX3"	6.81334602426609e-28	-0.329932248477079	0.221	0.493	1.92790439102633e-23	"8"
"TPI1"	8.2724210987438e-28	-0.368768487415938	0.128	0.35	2.34076427410054e-23	"8"
"RSL24D1"	9.27792160156361e-28	-0.35134653271859	0.156	0.397	2.62528069637844e-23	"8"
"RPS24"	1.2180000842636e-27	-0.31289915364079	0.847	0.974	3.44645303843229e-23	"8"
"CHCHD2"	1.45543219904344e-27	-0.30928565762433	0.306	0.607	4.11829095041331e-23	"8"
"ATP5D"	1.51185780232894e-27	-0.309877457570434	0.168	0.412	4.27795283746996e-23	"8"
"COX6C"	1.97956815660274e-27	-0.296229254603211	0.236	0.51	5.60138605592311e-23	"8"
"SYPL1"	2.76465493616554e-27	-0.3715626496219	0.129	0.352	7.822867607374e-23	"8"
"C4orf3"	2.88399359873903e-27	-0.372130319934974	0.164	0.404	8.16054828699195e-23	"8"
"BRK1"	3.28430614942399e-27	-0.314184124635276	0.171	0.414	9.29327268041013e-23	"8"
"ARPC2"	3.51773881301101e-27	-0.273462087435793	0.342	0.653	9.95379374529595e-23	"8"
"GPSM3"	4.94936635945646e-27	-0.343718240761943	0.244	0.515	1.4004727050718e-22	"8"
"TUBB"	5.9691837850783e-27	-0.454621292856301	0.09	0.286	1.68904024382576e-22	"8"
"SH3BGRL3"	8.83776694077444e-27	-0.339704051302849	0.362	0.677	2.50073453356154e-22	"8"
"RP5-887A10.1"	1.27250102469813e-26	-0.512713701188221	0.223	0.461	3.60066889948583e-22	"8"
"MYL12B"	2.48419681907785e-26	-0.273000000342746	0.237	0.512	7.02928331926268e-22	"8"
"TAGLN2"	2.58323294704187e-26	-0.354786831892645	0.194	0.439	7.30951594694968e-22	"8"
"C9orf16"	2.66502111813934e-26	-0.465712212431997	0.109	0.312	7.54094375588708e-22	"8"
"PSMA7"	3.27736523937119e-26	-0.297847841610344	0.155	0.379	9.27363268132471e-22	"8"
"IFITM2"	3.73249929514421e-26	-0.265660154586232	0.205	0.456	1.05614800055401e-21	"8"
"RPL36A"	4.59742035087698e-26	-0.38746903129677	0.424	0.708	1.30088606248415e-21	"8"
"SOD1"	5.53941389417127e-26	-0.348812334163007	0.168	0.404	1.5674325554947e-21	"8"
"TPM3"	7.50371554953521e-26	-0.287656712553894	0.206	0.459	2.12325135189648e-21	"8"
"HLA-DQA1"	8.24155776597244e-26	-0.359354128632552	0.472	0.778	2.33203118545956e-21	"8"
"ST13"	1.69235913939337e-25	-0.366561385036735	0.159	0.384	4.78869942082747e-21	"8"
"TRMT112"	1.83921332841872e-25	-0.28125475821114	0.211	0.463	5.20423803409361e-21	"8"
"SLC25A5"	1.9519853104812e-25	-0.335997737476456	0.139	0.356	5.5233376345376e-21	"8"
"PKM"	2.34204168439442e-25	-0.44596392570512	0.121	0.324	6.62704115016246e-21	"8"
"HINT1"	3.1024291581955e-25	-0.295079106600978	0.392	0.695	8.77863354602999e-21	"8"
"PPP1CA"	3.38027807687302e-25	-0.37008922634599	0.112	0.314	9.56483484631991e-21	"8"
"UXT"	3.73473411547019e-25	-0.288939690028114	0.19	0.437	1.05678036531344e-20	"8"
"OST4"	4.29430865351334e-25	-0.318340030367158	0.343	0.641	1.21511757659814e-20	"8"
"PSMB9"	4.49621371881382e-25	-0.299998943389131	0.221	0.474	1.27224863387556e-20	"8"
"ACTR3"	4.87056686333505e-25	-0.318989123771791	0.182	0.416	1.37817559964929e-20	"8"
"PFDN5"	5.38474524026681e-25	-0.337159653570147	0.655	0.916	1.5236675131859e-20	"8"
"PLAC8"	8.61665088898646e-25	-0.46345741038948	0.1	0.291	2.43816753554761e-20	"8"
"COX7A2L"	9.77195781550145e-25	-0.360042330332318	0.112	0.309	2.76507318347429e-20	"8"
"EIF4B"	1.18929037465455e-24	-0.264752309148839	0.194	0.43	3.36521604412253e-20	"8"
"COX8A"	1.58134393701166e-24	-0.366199375214845	0.144	0.359	4.4745708041682e-20	"8"
"ATP5E"	1.76921781480353e-24	-0.321047604757325	0.497	0.797	5.00617872876806e-20	"8"
"RPL36AL"	3.14580253544682e-24	-0.362189626389718	0.491	0.802	8.90136285430032e-20	"8"
"PPDPF"	3.7601035580852e-24	-0.32890825228493	0.297	0.577	1.06395890279579e-19	"8"
"SMARCB1"	4.03133474744835e-24	-0.365906299752746	0.133	0.338	1.14070648013798e-19	"8"
"EIF3M"	4.09092144448014e-24	-0.307287487722081	0.12	0.319	1.1575671319301e-19	"8"
"MORF4L1"	7.86236633250457e-24	-0.259932337361516	0.213	0.457	2.22473517744549e-19	"8"
"CMPK1"	7.95991950600611e-24	-0.352955202553915	0.135	0.337	2.25233882341949e-19	"8"
"SAP18"	8.22601938823595e-24	-0.256941421110551	0.174	0.404	2.32763444609524e-19	"8"
"DRAM2"	8.32182380638284e-24	-0.251906893406996	0.179	0.405	2.35474326425409e-19	"8"
"PRR13"	8.88361516324017e-24	-0.269860041357507	0.17	0.395	2.51370774659044e-19	"8"
"HNRNPK"	8.8901759840913e-24	-0.281173340028121	0.233	0.487	2.51556419645847e-19	"8"
"PEBP1"	1.06384456847834e-23	-0.328425229934107	0.151	0.36	3.01025459096632e-19	"8"
"ATP6V1F"	1.41680177418843e-23	-0.391681656494272	0.108	0.295	4.00898230024358e-19	"8"
"ATP5G3"	1.85295440844784e-23	-0.252915509419394	0.121	0.319	5.24311979414402e-19	"8"
"RPS4Y1"	2.72537064152975e-23	-0.544593725575968	0.215	0.426	7.71170876727258e-19	"8"
"GPX1"	3.06170123046019e-23	-0.329853415626683	0.176	0.4	8.66338980171016e-19	"8"
"ANAPC16"	3.06289656235843e-23	-0.260861695412232	0.269	0.539	8.66677211284942e-19	"8"
"CAP1"	4.11247556515283e-23	-0.27863697044174	0.143	0.353	1.16366608591565e-18	"8"
"CALM1"	4.47309526575651e-23	-0.278891337048123	0.253	0.508	1.26570703639846e-18	"8"
"UBE2N"	4.77568799899068e-23	-0.328260977919447	0.139	0.343	1.3513286761944e-18	"8"
"ARPC4"	7.01885429696721e-23	-0.395340736551801	0.106	0.291	1.98605501186984e-18	"8"
"ISG20"	8.40296835272482e-23	-0.281755112701045	0.209	0.439	2.37770392508702e-18	"8"
"CALM2"	1.17718555343841e-22	-0.296692484245627	0.39	0.688	3.33096424200933e-18	"8"
"COX7B"	1.59348414465852e-22	-0.268906915072349	0.139	0.341	4.50892273572575e-18	"8"
"TMEM258"	1.80552985842738e-22	-0.269044861223455	0.117	0.311	5.10892728740613e-18	"8"
"TBCA"	2.28890065654231e-22	-0.30706287333799	0.148	0.353	6.47667329775213e-18	"8"
"C1QBP"	2.32101625673724e-22	-0.357026886870388	0.094	0.27	6.56754760006369e-18	"8"
"EIF4A2"	3.18225238641699e-22	-0.296511116276221	0.389	0.682	9.00450135260552e-18	"8"
"GTF3A"	4.73558179743945e-22	-0.332124264462532	0.149	0.35	1.33998022540347e-17	"8"
"PCBP1"	4.9504571875408e-22	-0.271585313723279	0.133	0.329	1.40078136578654e-17	"8"
"TRAPPC1"	6.65222586828983e-22	-0.300163380855709	0.116	0.301	1.88231383169129e-17	"8"
"NSA2"	7.95478190575937e-22	-0.304078803755112	0.114	0.296	2.25088508805367e-17	"8"
"ISCU"	9.02833946722002e-22	-0.25702104673353	0.175	0.389	2.55465893564458e-17	"8"
"MYL6"	1.11911863332519e-21	-0.282193592413701	0.444	0.735	3.16665808485696e-17	"8"
"PLP2"	1.9452107913662e-21	-0.26931076540459	0.162	0.367	5.5041684552498e-17	"8"
"CHCHD10"	3.15119035826805e-21	-0.300421339108152	0.223	0.454	8.91660823775526e-17	"8"
"C14orf166"	4.55553916718769e-21	-0.325558958190884	0.108	0.283	1.28903536274743e-16	"8"
"GDI2"	4.71281594794404e-21	-0.285009840306379	0.144	0.342	1.33353840063025e-16	"8"
"PSME2"	6.07430775036163e-21	-0.291378941956767	0.127	0.314	1.71878612104233e-16	"8"
"BCL2A1"	1.0246240807545e-20	-0.304025066163492	0.106	0.282	2.89927629890293e-16	"8"
"SUMO1"	1.13240558664152e-20	-0.256472156129859	0.118	0.298	3.20425484796086e-16	"8"
"NEDD8"	1.242358894131e-20	-0.258896015075028	0.16	0.36	3.51537872683307e-16	"8"
"SELK"	1.32029671719631e-20	-0.31724713728492	0.121	0.301	3.73591159097868e-16	"8"
