"gene"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"
"PSMB3"	1.60854850517045e-20	-0.257274492307201	0.098	0.271	4.5515488502303e-16	"8"
"VDAC2"	2.11960317843856e-20	-0.293947724920902	0.087	0.25	5.99762915370976e-16	"8"
"NDUFA13"	2.51128736145101e-20	-0.308878983774659	0.079	0.238	7.10593871796178e-16	"8"
"PDLIM1"	2.74287851414652e-20	-0.313998819895033	0.09	0.252	7.761249043629e-16	"8"
"NDUFA11"	4.23317787430971e-20	-0.251584299704433	0.096	0.261	1.19782001131468e-15	"8"
"ANXA6"	5.0929246077405e-20	-0.31884160813402	0.121	0.296	1.44109394700625e-15	"8"
"TOMM20"	5.99500896168994e-20	-0.263757368259022	0.167	0.365	1.69634773579978e-15	"8"
"RILPL2"	1.10775935957265e-19	-0.333968583558265	0.067	0.215	3.13451588384678e-15	"8"
"SERBP1"	1.22765587324908e-19	-0.276537271513262	0.151	0.337	3.47377505894559e-15	"8"
"ABHD14B"	1.39564746483728e-19	-0.324034849000438	0.058	0.201	3.94912406650358e-15	"8"
"EIF2S2"	1.45323981605216e-19	-0.346343564608198	0.058	0.199	4.1120873835012e-15	"8"
"CD40"	1.82203761225828e-19	-0.29413549111594	0.079	0.233	5.15563762764602e-15	"8"
"DBI"	2.32768777908053e-19	-0.309439961743669	0.117	0.288	6.58642533968626e-15	"8"
"ATPIF1"	2.84187306645887e-19	-0.296961733651934	0.144	0.324	8.04136402885203e-15	"8"
"PRDX1"	4.55064362878177e-19	-0.275569347237522	0.155	0.346	1.28765012120009e-14	"8"
"CLNS1A"	4.87990371598575e-19	-0.315880210903056	0.081	0.232	1.38081755547533e-14	"8"
"EIF3I"	5.79316732956555e-19	-0.261452289222355	0.086	0.242	1.63923462757387e-14	"8"
"AP1S2"	6.84381661222868e-19	-0.420657448963819	0.046	0.176	1.93652634859623e-14	"8"
"ATP5H"	9.05840744633347e-19	-0.317625151089102	0.083	0.235	2.56316697101452e-14	"8"
"LDHA"	1.42493551807964e-18	-0.310352445478492	0.086	0.238	4.03199754195816e-14	"8"
"ATP5B"	1.53446932625217e-18	-0.256684433165458	0.117	0.285	4.34193440556315e-14	"8"
"UCP2"	1.70859798593435e-18	-0.286481701393152	0.133	0.304	4.83464886099984e-14	"8"
"HMGA1"	2.67338344831242e-18	-0.349770920467755	0.047	0.174	7.56460580534483e-14	"8"
"PRDX6"	3.51640603343961e-18	-0.332489144303578	0.083	0.231	9.95002251222072e-14	"8"
"MDH2"	3.82256159519514e-18	-0.297283898827918	0.065	0.202	1.08163202897642e-13	"8"
"IGBP1"	7.84520156785594e-18	-0.273476110631148	0.074	0.215	2.21987823564052e-13	"8"
"CCDC85B"	9.21882541881266e-18	-0.337418669286595	0.083	0.228	2.60855884050723e-13	"8"
"GHITM"	9.78362948031154e-18	-0.30347161539204	0.094	0.244	2.76837579774895e-13	"8"
"VDAC1"	9.84309258092759e-18	-0.383168634388159	0.042	0.163	2.78520147669927e-13	"8"
"TXNL1"	1.01710731928017e-17	-0.339878014872446	0.035	0.153	2.87800687063517e-13	"8"
"IDI1"	1.51008544909974e-17	-0.251378182528111	0.094	0.246	4.27293778677263e-13	"8"
"XRCC5"	1.75542712002845e-17	-0.287182426825801	0.1	0.25	4.96715657883249e-13	"8"
"H3F3A"	2.25623731711056e-17	-0.286466622079507	0.544	0.823	6.38424911249603e-13	"8"
"PKIG"	2.64244005506023e-17	-0.293044785424634	0.083	0.226	7.47704837979844e-13	"8"
"PRDX2"	4.15536143611056e-17	-0.304481367711066	0.039	0.156	1.17580107196184e-12	"8"
"PNISR"	6.04637448803138e-17	0.680232393578489	0.63	0.691	1.71088212513336e-12	"8"
"SCP2"	6.7517509937458e-17	-0.256226642763803	0.081	0.219	1.91047546119031e-12	"8"
"TMEM230"	7.11879570949986e-17	-0.258474839120724	0.098	0.245	2.01433443396008e-12	"8"
"HADHA"	1.22675419264973e-16	-0.250671724429677	0.094	0.239	3.47122366352168e-12	"8"
"CKS2"	1.3363592555265e-16	-0.262518247531169	0.07	0.203	3.78136214943779e-12	"8"
"NDUFB8"	1.71160979375018e-16	-0.252829492348824	0.098	0.242	4.8431710723955e-12	"8"
"HNRNPM"	2.02305210368894e-16	-0.262484545365254	0.101	0.248	5.72442823259822e-12	"8"
"TMEM219"	2.52010634087413e-16	-0.287189602974277	0.062	0.188	7.13089290213745e-12	"8"
"CCNG1"	2.5332290501294e-16	-0.353986261325155	0.046	0.162	7.16802492024616e-12	"8"
"UBE2L6"	2.69075681049153e-16	-0.315536332095474	0.034	0.143	7.61376547096684e-12	"8"
"RALY"	2.86026448609746e-16	-0.319361824862241	0.035	0.145	8.09340438986138e-12	"8"
"EIF2A"	3.58799372112496e-16	-0.317426968752243	0.055	0.177	1.01525870332952e-11	"8"
"PYCARD"	3.69345559911038e-16	-0.283391181677471	0.066	0.194	1.04510019632427e-11	"8"
"RGS19"	4.30956274077977e-16	-0.271733632469647	0.09	0.229	1.21943387313104e-11	"8"
"MRPL51"	5.74869083448777e-16	-0.329978370106067	0.05	0.167	1.62664955852666e-11	"8"
"CD52"	6.23087339279417e-16	-0.262205806262189	0.729	0.937	1.76308793522504e-11	"8"
"CREM"	1.03711454327508e-15	-0.335645188946685	0.083	0.214	2.93461931165117e-11	"8"
"DDT"	1.24370179334081e-15	-0.252090991052432	0.109	0.251	3.51917859443715e-11	"8"
"LBH"	1.26051365021387e-15	-0.262966326189562	0.079	0.211	3.56674942464515e-11	"8"
"ANXA7"	1.3925542993915e-15	-0.263852760757377	0.061	0.181	3.94037164555818e-11	"8"
"SERPINB1"	1.85416908165532e-15	-0.316840785342816	0.063	0.183	5.24655683345189e-11	"8"
"COX5A"	3.08075410731146e-15	-0.262949288855026	0.094	0.229	8.71730182204852e-11	"8"
"MRPL33"	3.43657104850795e-15	-0.285779856002315	0.055	0.171	9.72412143885808e-11	"8"
"UQCRFS1"	8.35451039311131e-15	-0.325593095090336	0.054	0.166	2.36399226083478e-10	"8"
"NCR3"	1.26803689851825e-14	-0.359157610714762	0.048	0.157	3.58803720804724e-10	"8"
"PGLS"	1.28487104211039e-14	-0.251433499160805	0.058	0.172	3.63567110075557e-10	"8"
"IMPDH2"	1.74276759168517e-14	-0.275368489196861	0.047	0.153	4.93133517743236e-10	"8"
"HSD17B11"	1.91928391159922e-14	-0.276351968762747	0.073	0.192	5.43080575626116e-10	"8"
"HIST1H4C"	3.82494745726109e-14	-0.284440642255585	0.067	0.183	1.0823071325066e-09	"8"
"PPA1"	3.87978074520757e-14	-0.264305223178807	0.089	0.214	1.09782275966393e-09	"8"
"NBEAL1"	1.09881384558545e-13	-0.274378363267507	0.081	0.199	3.10920365746858e-09	"8"
"CCDC115"	1.37872804560991e-13	-0.29583073154299	0.036	0.131	3.9012488778578e-09	"8"
"SNX17"	2.24596190533858e-13	-0.258673060020935	0.051	0.154	6.35517380734603e-09	"8"
"C12orf75"	3.86790702097952e-13	-0.295902888420594	0.034	0.125	1.09446297065636e-08	"8"
"CHMP2A"	5.72219941111557e-13	-0.256514431723665	0.061	0.165	1.61915354536926e-08	"8"
"TGIF1"	1.37242925929185e-12	-0.255077777589007	0.07	0.178	3.8834258320922e-08	"8"
"MRPL23"	1.76809609132131e-12	-0.294073796251714	0.023	0.103	5.00300470000279e-08	"8"
"MRPL54"	1.05470337866517e-11	-0.275233951047939	0.058	0.153	2.98438868027098e-07	"8"
"MRPS6"	1.20092867286452e-11	-0.257668283236116	0.034	0.117	3.39814777273745e-07	"8"
"HOPX"	1.96038732640083e-11	-0.365328047041611	0.055	0.147	5.5471119787838e-07	"8"
"MTRNR2L12"	2.61890811813796e-11	0.645900452633688	0.639	0.652	7.41046241108316e-07	"8"
"MS4A1"	3.08287190631199e-09	0.466766611076893	0.724	0.832	8.72329434610042e-05	"8"
"MTRNR2L8"	5.17841876646822e-09	0.647308393752213	0.599	0.641	0.000146528537415985	"8"
"NME1"	2.79087412234284e-102	0.879974080068183	0.303	0.07	7.89705741658131e-98	"9"
"ACTB"	1.68054371350156e-62	0.633574223089086	0.997	0.967	4.75526649172401e-58	"9"
"PSME2"	3.99854767845544e-48	0.761722455574362	0.561	0.295	1.13142905109575e-43	"9"
"EIF5A"	8.9886879293429e-48	0.790484957358835	0.484	0.237	2.54343913648687e-43	"9"
"MALAT1"	5.18534119886862e-46	-0.365519572794382	0.997	0.994	1.46724414563186e-41	"9"
"PRDX1"	8.98856157447652e-46	0.776518472964853	0.589	0.327	2.54340338311388e-41	"9"
"YBX1"	5.83365416730332e-42	0.724562871747338	0.868	0.694	1.65069078318015e-37	"9"
"ACTG1"	1.13234250108719e-39	0.531354376621759	0.94	0.831	3.20407634107631e-35	"9"
"SRM"	4.14421828342641e-36	0.476637408336488	0.232	0.085	1.17264800547834e-31	"9"
"HSP90AB1"	2.22333888113748e-34	0.66646015805741	0.848	0.681	6.29115969806662e-30	"9"
"PFN1"	1.14914697137406e-33	0.550238394612456	0.918	0.774	3.25162627020004e-29	"9"
"NOP16"	1.49060425969021e-31	0.315740335796249	0.118	0.031	4.21781381321943e-27	"9"
"ENO1"	1.63078922983414e-31	0.609559305135648	0.578	0.359	4.61448120473867e-27	"9"
"FCER2"	7.38490831390681e-31	0.530865571517046	0.205	0.077	2.08963365650307e-26	"9"
"RANBP1"	2.98272961599167e-30	0.594560725122642	0.398	0.211	8.43993172141003e-26	"9"
"NOLC1"	1.87704855178873e-28	0.320946991751553	0.169	0.059	5.31129658214138e-24	"9"
"TSC22D3"	6.14556677794431e-28	-0.510601295870802	0.89	0.902	1.73894957548712e-23	"9"
"RPL22L1"	2.08919995524574e-26	0.565482289652508	0.596	0.398	5.91160019336335e-22	"9"
"VDAC1"	2.82034046036892e-26	0.440392505463722	0.31	0.15	7.98043536665988e-22	"9"
"COX5A"	3.98459800316351e-26	0.449229517082128	0.403	0.215	1.12748185097515e-21	"9"
"SLC25A5"	1.07810350804635e-25	0.490436944029208	0.55	0.337	3.05060168636796e-21	"9"
"C1QBP"	1.50974918845714e-25	0.44083229486083	0.453	0.254	4.27198630365834e-21	"9"
"NHP2"	1.88917708235097e-25	0.458105639661908	0.367	0.194	5.3456154722203e-21	"9"
"TUBB"	2.39948971965871e-25	0.532377925076302	0.459	0.269	6.7895961107463e-21	"9"
"SYNGR2"	2.96728517886935e-25	0.53060637668531	0.549	0.349	8.39623014212871e-21	"9"
"ARPC1B"	3.88134900319384e-25	0.463352218095719	0.743	0.534	1.09826651394373e-20	"9"
"RAN"	6.45383629661444e-25	0.523786110513602	0.608	0.412	1.82617751849002e-20	"9"
"CFL1"	6.49746962800653e-25	0.393984151696891	0.911	0.761	1.83852400594073e-20	"9"
"RPLP0"	1.71391135835587e-24	0.343154340276814	0.967	0.921	4.84968357960377e-20	"9"
"CALR"	8.50882918226096e-24	0.57241767987131	0.466	0.28	2.40765830541256e-19	"9"
"PKM"	1.67089158656406e-23	0.553309891808196	0.497	0.307	4.72795483334168e-19	"9"
"CCND2"	2.76929936053957e-23	0.320791034624771	0.144	0.052	7.83600947058277e-19	"9"
"WARS"	4.87339786669313e-23	0.306994174982229	0.107	0.032	1.37897666035949e-18	"9"
"BID"	5.74820494238539e-23	0.283998485393137	0.125	0.042	1.62651207049737e-18	"9"
"IMPDH2"	5.81200539849423e-23	0.428712983752743	0.287	0.143	1.64456504755793e-18	"9"
"TPI1"	7.64620097218802e-23	0.452542459756632	0.522	0.332	2.16356902709032e-18	"9"
"DNPH1"	2.11997764692668e-22	0.399435615054782	0.288	0.145	5.99868874974374e-18	"9"
"LDHA"	1.72109868125621e-21	0.493942003081154	0.387	0.225	4.87002082848257e-17	"9"
"PRELID1"	2.95694181641649e-21	0.377581482938053	0.461	0.281	8.36696256373209e-17	"9"
"PPA1"	2.01718193018677e-20	0.352914626685769	0.364	0.201	5.70781798965649e-16	"9"
"FABP5"	3.48085721095896e-20	0.477912475141376	0.271	0.14	9.84943356412948e-16	"9"
"CCT5"	3.69599562992841e-20	0.359117175141698	0.219	0.102	1.04581892344454e-15	"9"
"ACTR3"	1.12709805364202e-19	0.425487476475515	0.58	0.397	3.18923665258545e-15	"9"
"PPIA"	1.31608627891846e-19	0.379497904377654	0.813	0.644	3.72399773482766e-15	"9"
"ATP5G1"	2.67500867664016e-19	0.368211021185642	0.368	0.211	7.56920455142099e-15	"9"
"TIMM13"	4.41072744830931e-19	0.277023870180273	0.21	0.097	1.2480594387736e-14	"9"
"HLA-DQA1"	4.60008887793045e-19	0.437841271285132	0.878	0.759	1.3016411488992e-14	"9"
"CSK"	1.1965950073815e-18	0.339663134635571	0.287	0.151	3.38588523288669e-14	"9"
"PHB"	1.589499834943e-18	0.328921428728579	0.279	0.146	4.49764873295473e-14	"9"
"PARK7"	1.78117780975858e-18	0.357762628718543	0.534	0.345	5.04002073049286e-14	"9"
"LCP1"	6.17423624282689e-18	0.437021096927801	0.503	0.336	1.7470618872703e-13	"9"
"SET"	1.00220513440545e-17	0.366010982201316	0.574	0.392	2.83583964831366e-13	"9"
"EIF5B"	1.62763807131972e-17	0.380688162205148	0.348	0.201	4.60556468660628e-13	"9"
"HLA-DQA2"	3.82914075412247e-17	0.462296110271526	0.459	0.296	1.08349366778649e-12	"9"
"BTG1"	5.00803020773985e-17	-0.350080742366851	0.959	0.958	1.41707222758207e-12	"9"
"DUSP1"	6.49443540473184e-17	-0.512876609373624	0.763	0.805	1.83766544212292e-12	"9"
"HNRNPM"	7.17559828672201e-17	0.343127006431834	0.389	0.235	2.03040729121086e-12	"9"
"PSMB1"	1.34628163709582e-16	0.328282858057281	0.476	0.305	3.80943852032635e-12	"9"
"PSME1"	1.74149888607402e-16	0.341021741370696	0.679	0.501	4.92774524803504e-12	"9"
"ILF2"	1.9790852171587e-16	0.370522158777592	0.257	0.139	5.60001953047225e-12	"9"
"PRMT1"	3.73692725482958e-16	0.326210379072891	0.309	0.177	1.05740093602658e-11	"9"
"SPIB"	3.76756972924194e-16	0.31652540723439	0.281	0.155	1.0660715305863e-11	"9"
"ATP5J2"	3.9653166886769e-16	0.320842471755268	0.412	0.259	1.12202601022801e-11	"9"
"C19orf48"	5.3482963329911e-16	0.260209695629614	0.144	0.062	1.51335393038316e-11	"9"
"PSMB3"	6.77778563185182e-16	0.338613359829441	0.412	0.257	1.91784222238879e-11	"9"
"KLK1"	9.95878950915486e-16	0.40889352182057	0.114	0.045	2.81793907951046e-11	"9"
"SEC61B"	1.33635176825091e-15	0.331784840458566	0.476	0.306	3.78134096344277e-11	"9"
"SNRPE"	1.38003692482191e-15	0.327247747703637	0.409	0.258	3.90495248247608e-11	"9"
"NCL"	1.54773606954578e-15	0.4768705080544	0.577	0.419	4.37947398238675e-11	"9"
"COX6A1"	1.92917692655309e-15	0.36683754763461	0.583	0.418	5.45879903137462e-11	"9"
"HNRNPA1"	1.98682758388227e-15	0.329375409069654	0.859	0.761	5.62192733135328e-11	"9"
"TXNIP"	2.52175734374054e-15	-0.434652106317266	0.81	0.845	7.13556457984823e-11	"9"
"ABCF1"	2.72558829816433e-15	0.30722341107922	0.177	0.084	7.71232464848578e-11	"9"
"CCT4"	3.58816580315319e-15	0.26649125782422	0.326	0.191	1.01530739566023e-10	"9"
"MIF"	3.97992474999127e-15	0.373375480997453	0.44	0.291	1.12615950725753e-10	"9"
"DDX21"	5.08911840716954e-15	0.420559746402402	0.406	0.262	1.44001694449269e-10	"9"
"MIR155HG"	5.27341042375484e-15	0.543565172380884	0.168	0.08	1.49216421350567e-10	"9"
"AKR1A1"	5.66043918785041e-15	0.341636409640017	0.26	0.144	1.60167787259415e-10	"9"
"TUFM"	8.50005092318696e-15	0.254427637289902	0.345	0.206	2.40517440922498e-10	"9"
"SNRPF"	9.41113876130779e-15	0.278775707335787	0.401	0.251	2.66297582389965e-10	"9"
"APRT"	1.07074141408099e-14	0.270272829088495	0.563	0.389	3.02976990528357e-10	"9"
"NPM1"	1.41081318586289e-14	0.299155459366617	0.904	0.808	3.99203699071763e-10	"9"
"RGS10"	1.50227884005619e-14	0.312350948091599	0.251	0.139	4.25084820582299e-10	"9"
"NDUFS6"	1.72331165617504e-14	0.321286928319053	0.268	0.151	4.87628266231288e-10	"9"
"WDR46"	1.74899272673323e-14	0.267596100879975	0.135	0.059	4.94894981956436e-10	"9"
"ABRACL"	1.87491342292178e-14	0.284853444566747	0.185	0.092	5.30525502149946e-10	"9"
"BANF1"	1.96934670200386e-14	0.316474229289279	0.298	0.176	5.57246342799011e-10	"9"
"PDIA3"	2.54885027732919e-14	0.337053838974421	0.384	0.243	7.21222674473067e-10	"9"
"CCT2"	2.61520062158318e-14	0.304905064493236	0.246	0.136	7.39997167883177e-10	"9"
"SEMA7A"	2.6522523905547e-14	0.25991633023827	0.121	0.051	7.50481336431357e-10	"9"
"CORO1A"	3.31837676298645e-14	0.307581267534898	0.84	0.705	9.38967888854647e-10	"9"
"POMP"	4.13985924583772e-14	0.293120123537864	0.384	0.239	1.17141457220224e-09	"9"
"EIF3I"	5.55653919541825e-14	0.254142773542024	0.371	0.229	1.57227833073555e-09	"9"
"CHCHD2"	6.67800895759944e-14	0.328786169406909	0.721	0.588	1.88960941464234e-09	"9"
"PPIB"	6.83829865322938e-14	0.314985140668381	0.406	0.264	1.93496498691778e-09	"9"
"MS4A1"	7.07879032734789e-14	0.311480901068359	0.931	0.823	2.00301451102636e-09	"9"
"CD72"	1.14899449964459e-13	0.330809885018249	0.163	0.08	3.25119483619433e-09	"9"
"GAPDH"	1.43030688485443e-13	0.341113845342114	0.871	0.774	4.04719636138408e-09	"9"
"FKBP1A"	1.91914119211214e-13	0.321837417692375	0.299	0.182	5.43040191720051e-09	"9"
"DCTPP1"	2.15878493819064e-13	0.351118493558796	0.149	0.07	6.10849786110424e-09	"9"
"PDIA6"	2.22895477023488e-13	0.362659660707451	0.306	0.185	6.30705041785661e-09	"9"
"PGAM1"	2.5589617098694e-13	0.288772142315431	0.313	0.186	7.24083805424645e-09	"9"
"NDUFB2"	2.68305215556153e-13	0.310834097670934	0.448	0.303	7.59196437937689e-09	"9"
"HSPD1"	2.78488737221608e-13	0.363738393066813	0.382	0.247	7.88011730842263e-09	"9"
"HLA-DQB1"	3.19909411507603e-13	0.277354224146197	0.948	0.843	9.05215670801914e-09	"9"
"PPP1CA"	3.41641662208692e-13	0.254941652546933	0.456	0.299	9.66709247385714e-09	"9"
"RAC2"	3.73046916787682e-13	0.319153833459104	0.705	0.528	1.05557355574243e-08	"9"
"TXN"	3.93985907402262e-13	0.29397827809541	0.313	0.189	1.11482252358544e-08	"9"
"RBM3"	4.11572647703613e-13	0.306749975994521	0.66	0.499	1.16458596394214e-08	"9"
"RP5-887A10.1"	4.53486962138744e-13	-0.655163802523304	0.343	0.455	1.28318670806779e-08	"9"
"CR2"	5.24787946882364e-13	0.297038638546614	0.146	0.069	1.48493997449834e-08	"9"
"GPX4"	7.50094144269823e-13	0.286957912270736	0.571	0.413	2.12246639062589e-08	"9"
"HSP90B1"	1.14742034818539e-12	0.357829154107312	0.39	0.26	3.24674061722539e-08	"9"
"H3F3A"	2.69755800025551e-12	0.26181421844762	0.903	0.806	7.63301011752299e-08	"9"
"PBDC1"	2.70926558626335e-12	0.255875120330288	0.132	0.061	7.66613790289076e-08	"9"
"HLA-DRB1"	3.84080988430199e-12	0.297037619820041	0.973	0.905	1.08679556486209e-07	"9"
"CXCR4"	4.78899868575397e-12	-0.308207061748029	0.939	0.94	1.35509506812094e-07	"9"
"JUN"	5.56542970744755e-12	-0.73961910248377	0.475	0.56	1.57479399001936e-07	"9"
"PSMD8"	6.21878690084871e-12	0.250511832999595	0.312	0.194	1.75966794146415e-07	"9"
"SMS"	6.57159176001909e-12	0.265691000730772	0.21	0.116	1.859497604415e-07	"9"
"MARCKSL1"	7.44952319297372e-12	0.381175600462788	0.371	0.247	2.10791708268384e-07	"9"
"SERBP1"	8.97099185945947e-12	0.31756373924801	0.466	0.323	2.53843185655265e-07	"9"
"MYC"	1.2564349000755e-11	0.333055759862368	0.245	0.144	3.55520819325363e-07	"9"
"ANXA6"	2.46170806092126e-11	0.325076141667277	0.412	0.283	6.96564912918281e-07	"9"
"GTF3A"	2.66546261960323e-11	0.266227838487447	0.483	0.334	7.5421930284293e-07	"9"
"PSMA7"	3.26680207232352e-11	0.278909938239467	0.497	0.363	9.24374314384662e-07	"9"
"CCT3"	4.53927758529995e-11	0.265611529893752	0.318	0.205	1.28443398553647e-06	"9"
"SAT1"	7.27204771817284e-11	-0.522365450864535	0.677	0.704	2.05769862233419e-06	"9"
"PSMA4"	7.96232461453302e-11	0.276286282332985	0.293	0.185	2.25301937292826e-06	"9"
"CD40"	8.07961073296127e-11	0.332191085127479	0.335	0.221	2.28620665299872e-06	"9"
"ALDOA"	8.16071976005239e-11	0.258395804755148	0.621	0.471	2.30915726330442e-06	"9"
"PIM3"	1.27707388473604e-10	0.256590242796025	0.196	0.11	3.61360826424909e-06	"9"
"HMGA1"	1.45911171493677e-10	0.276837697495254	0.266	0.164	4.12870250858509e-06	"9"
"ATP5G3"	1.628340187303e-10	0.268385571794594	0.434	0.305	4.60755139399257e-06	"9"
"DBI"	1.83969934028346e-10	0.27675436191447	0.403	0.275	5.20561325326609e-06	"9"
"HNRNPK"	3.79828694564276e-10	0.283144599488251	0.618	0.47	1.07476327413908e-05	"9"
"HVCN1"	4.24694170352347e-10	0.298082023868219	0.271	0.171	1.201714624429e-05	"9"
"ACP5"	4.40643244889551e-10	0.297560530092461	0.317	0.207	1.24684412573947e-05	"9"
"HNRNPF"	5.90908230073719e-10	0.257858851968783	0.42	0.294	1.67203392781659e-05	"9"
"TOMM22"	7.15847571871956e-10	0.295776624411451	0.315	0.207	2.02556228936889e-05	"9"
"HSPA8"	9.38026104195938e-10	0.279456513936735	0.682	0.566	2.65423866443283e-05	"9"
"ATP6V1F"	1.41240291194398e-09	0.271543762396508	0.398	0.281	3.99653527963669e-05	"9"
"HCLS1"	2.0542955678197e-09	0.250481133057447	0.398	0.278	5.81283473870263e-05	"9"
"REL"	2.77135089619828e-09	0.376162042643973	0.594	0.473	7.84181449588264e-05	"9"
"POLR2E"	2.79345009354442e-09	0.261806979864585	0.221	0.134	7.90434638469328e-05	"9"
"ODC1"	4.09633452158314e-09	0.253751103446634	0.339	0.229	0.000115909881622717	"9"
"HLA-DRB5"	6.02200415849139e-09	0.274460834962172	0.591	0.445	0.000170398629668672	"9"
"NOP56"	9.37584659345722e-09	0.305105949533061	0.212	0.13	0.000265298955208465	"9"
"FOSB"	1.48696291390363e-08	-0.633064487965908	0.342	0.41	0.00042075102611817	"9"
"HSPA5"	1.56100164256532e-08	0.263312560225051	0.279	0.185	0.000441701024780283	"9"
"TUBA1B"	3.09896935583413e-08	0.273569562269575	0.451	0.334	0.000876884368926825	"9"
"EGR3"	7.7903621884943e-198	1.19119138888064	0.241	0.023	2.20436088485635e-193	"10"
"EGR1"	1.10840537406668e-182	1.62336749709955	0.385	0.066	3.13634384645907e-178	"10"
"NR4A1"	7.15461545391348e-134	1.46439230527128	0.615	0.214	2.02446998883936e-129	"10"
"EGR2"	7.38672344404162e-114	0.910109576348975	0.18	0.022	2.09014726572602e-109	"10"
"NFKBID"	3.34393156312337e-93	1.22836667007164	0.507	0.188	9.4619887510139e-89	"10"
"CD69"	1.24266008604132e-86	1.25699081496896	0.925	0.725	3.51623097946253e-82	"10"
"DUSP2"	7.9438620382964e-84	1.46478347572078	0.627	0.298	2.24779520235635e-79	"10"
"NR4A2"	1.01226844902626e-77	1.13722976220863	0.752	0.44	2.86431480336469e-73	"10"
"IER2"	7.5756168177524e-70	1.17439888795774	0.524	0.232	2.14359653475122e-65	"10"
"FOSB"	3.81766724789287e-62	1.05421214780448	0.671	0.397	1.08024712446377e-57	"10"
"CD83"	1.17475800214934e-61	1.04255975703909	0.786	0.514	3.32409524288178e-57	"10"
"NR4A3"	1.72169254212641e-47	0.746026711280699	0.164	0.04	4.87170121720088e-43	"10"
"TNFSF9"	4.62229088291832e-46	0.860007186430316	0.248	0.082	1.30792342823057e-41	"10"
"MYC"	1.39109029597819e-45	1.39642768290538	0.341	0.141	3.93622910149988e-41	"10"
"NFKBIA"	3.94141629493107e-45	1.09079095426014	0.697	0.466	1.11526315481369e-40	"10"
"FOS"	1.27210680650763e-43	1.03585063195967	0.705	0.484	3.599553419694e-39	"10"
"BTG2"	1.39762362390002e-42	0.846699763505882	0.497	0.259	3.95471580618749e-38	"10"
"ZFP36"	3.73689892275477e-41	0.937885094841018	0.719	0.497	1.05739291918269e-36	"10"
"TNF"	4.6632902663773e-38	0.507620857969371	0.118	0.026	1.31952461377412e-33	"10"
"SRGN"	5.27298987707101e-34	0.683275056551298	0.796	0.607	1.49204521561601e-29	"10"
"JUN"	7.87508065122994e-31	0.747512893917228	0.753	0.549	2.22833282107203e-26	"10"
"JUNB"	1.5055366083956e-28	0.492150191727134	0.896	0.723	4.26006638711618e-24	"10"
"BCL2A1"	3.75686192078483e-28	0.736949880370999	0.455	0.267	1.06304164910527e-23	"10"
"H3F3B"	4.3873281479047e-28	0.48996859563846	0.945	0.855	1.24143837273111e-23	"10"
"KDM6B"	2.73140445203212e-27	0.553509790549635	0.346	0.173	7.72878203747009e-23	"10"
"KLF6"	1.46322086610549e-26	0.632212896809584	0.846	0.715	4.14032976273211e-22	"10"
"PPP1R15A"	6.40098609115446e-26	0.621955337445788	0.67	0.484	1.81122302435307e-21	"10"
"SERTAD1"	9.65065110810949e-25	0.535658347083236	0.298	0.146	2.73074823755066e-20	"10"
"MCL1"	1.67612251218014e-24	0.562780240332828	0.57	0.367	4.74275626046491e-20	"10"
"DUSP1"	1.105831714224e-21	0.472130349797261	0.92	0.799	3.12906141856822e-17	"10"
